video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various bottles of drinks, including what appears to be mineral water. However, without a clear view of the specific brand or type of mineral water you need, it's not possible to determine if it's available in the refrigerator. You would need to open the refrigerator and check the contents to find out if the specific mineral water you're looking for is present.",20.0,20,179,1.0,False,272,3920,0.0694,392,2,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various bottles of drinks, including what appears to be mineral water. However, without a clear view of the specific brand or type of mineral water you need, it's not possible to determine if it's available in the refrigerator. You would need to open the refrigerator and check the contents to find out if the specific mineral water you're looking for is present.",20.0,20,179,1.0,False,272,3920,0.0694,392,2,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,418,9800,0.0427,588,3,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,418,9800,0.0427,588,3,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are in a convenience store or a small grocery store. The image shows a refrigerator stocked with various beverages, which is a common feature in such stores. The presence of a person in the background suggests that the store is open and operational.",74.0,74,179,1.0,False,486,14504,0.0335,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are in a convenience store or a small grocery store. The image shows a refrigerator stocked with various beverages, which is a common feature in such stores. The presence of a person in the background suggests that the store is open and operational.",74.0,74,179,1.0,False,486,14504,0.0335,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","yes, there are chairs nearby",108.0,108,179,1.0,False,557,21168,0.0263,980,5,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","yes, there are chairs nearby",108.0,108,179,1.0,False,557,21168,0.0263,980,5,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","I'm sorry, but I cannot see any shelves with fruit in the images you provided. The images show a refrigerator with various drinks and a person reaching for something inside. If you have any other questions or need assistance with something else, feel free to ask!",142.0,142,179,1.0,False,655,27832,0.0235,1176,6,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","I'm sorry, but I cannot see any shelves with fruit in the images you provided. The images show a refrigerator with various drinks and a person reaching for something inside. If you have any other questions or need assistance with something else, feel free to ask!",142.0,142,179,1.0,False,655,27832,0.0235,1176,6,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that contains beer and mineral water.",179.0,179,179,1.0,False,715,35084,0.0204,1372,7,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that contains beer and mineral water.",179.0,179,179,1.0,False,715,35084,0.0204,1372,7,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.","No, there is no yellow towel on the handle of the oven.",20.0,20,179,1.0,False,251,3920,0.064,392,2,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.","No, there is no yellow towel on the handle of the oven.",20.0,20,179,1.0,False,251,3920,0.064,392,2,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,"yes,",50.0,50,179,1.0,False,381,9800,0.0389,588,3,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,"yes,",50.0,50,179,1.0,False,381,9800,0.0389,588,3,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Based on the image you provided, the orange pot is likely to be on the stove. It is situated on the right side of the stove, which is a common place for pots during cooking. The stove is a central piece of kitchen equipment, so it's a reasonable assumption that the orange pot is there, especially if it's being used for cooking.",74.0,74,179,1.0,False,439,14504,0.0303,784,4,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Based on the image you provided, the orange pot is likely to be on the stove. It is situated on the right side of the stove, which is a common place for pots during cooking. The stove is a central piece of kitchen equipment, so it's a reasonable assumption that the orange pot is there, especially if it's being used for cooking.",74.0,74,179,1.0,False,439,14504,0.0303,784,4,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",curry powder,108.0,108,179,1.0,False,550,21168,0.026,980,5,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",curry powder,108.0,108,179,1.0,False,550,21168,0.026,980,5,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.","Based on the video, it seems that there are several towels visible in the kitchen. Here are a few places you might find a towel:1. The towel hanging on the oven door handle.2. The towel hanging on the kitchen cabinet handle.3. The towel hanging on the wall near the sink.4. The towel hanging on the wall near the microwave.5. The towel hanging on the wall near the refrigerator.You can check any of these locations to find a towel to wipe your hands.",162.0,162,179,1.0,False,667,31752,0.021,1176,6,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.","Based on the video, it seems that there are several towels visible in the kitchen. Here are a few places you might find a towel:1. The towel hanging on the oven door handle.2. The towel hanging on the kitchen cabinet handle.3. The towel hanging on the wall near the sink.4. The towel hanging on the wall near the microwave.5. The towel hanging on the wall near the refrigerator.You can check any of these locations to find a towel to wipe your hands.",162.0,162,179,1.0,False,667,31752,0.021,1176,6,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q5,OS,Ego,Can you help me find where my paper list for recording recipes is? There might be other things next to it.,"You can find a similar paper list on the nearby table, and it looks like there is a microwave next to it.",Sure! Can you give me a hint about where you last saw it?,179.0,179,179,1.0,False,700,35084,0.02,1372,7,15000,0,64,1
