video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","Yes, there is the mineral water inside the refrigerator in front of me.",20.0,20,179,1.0,False,1445,3920,0.3686,1568,8,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","Yes, there is the mineral water inside the refrigerator in front of me.",20.0,20,179,1.0,False,1445,3920,0.3686,1568,8,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,The shopping basket is red.,50.0,50,179,1.0,False,3427,9800,0.3497,3724,19,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,The shopping basket is red.,50.0,50,179,1.0,False,3427,9800,0.3497,3724,19,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,You are in a convenience store.,74.0,74,179,1.0,False,4870,14504,0.3358,5292,27,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,You are in a convenience store.,74.0,74,179,1.0,False,4870,14504,0.3358,5292,27,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,6723,21168,0.3176,7252,37,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,6723,21168,0.3176,7252,37,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby.",142.0,142,179,1.0,False,8559,27832,0.3075,9212,47,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby.",142.0,142,179,1.0,False,8559,27832,0.3075,9212,47,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that can provide beer and mineral water.",179.0,179,179,1.0,False,10246,35084,0.292,10976,56,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that can provide beer and mineral water.",179.0,179,179,1.0,False,10246,35084,0.292,10976,56,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.",Yes.,20.0,20,179,1.0,False,1134,3920,0.2893,1176,6,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.",Yes.,20.0,20,179,1.0,False,1134,3920,0.2893,1176,6,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,"Yes, there are bananas on the table in front of you.",50.0,50,179,1.0,False,2475,9800,0.2526,2548,13,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,"Yes, there are bananas on the table in front of you.",50.0,50,179,1.0,False,2475,9800,0.2526,2548,13,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Certainly! The orange pot is located on the stove. It is surrounded by various kitchen utensils, including pots and pans.",74.0,74,179,1.0,False,3271,14504,0.2255,3528,18,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Certainly! The orange pot is located on the stove. It is surrounded by various kitchen utensils, including pots and pans.",74.0,74,179,1.0,False,3271,14504,0.2255,3528,18,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",The spices used to make yellow curry are turmeric and cumin.,108.0,108,179,1.0,False,4689,21168,0.2215,5096,26,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.",The spices used to make yellow curry are turmeric and cumin.,108.0,108,179,1.0,False,4689,21168,0.2215,5096,26,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.",Certainly! You can find a towel hanging on the wall near the sink.,162.0,162,179,1.0,False,6675,31752,0.2102,7252,37,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.",Certainly! You can find a towel hanging on the wall near the sink.,162.0,162,179,1.0,False,6675,31752,0.2102,7252,37,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q5,OS,Ego,Can you help me find where my paper list for recording recipes is? There might be other things next to it.,"You can find a similar paper list on the nearby table, and it looks like there is a microwave next to it.",Certainly! The paper list is located on the counter next to the microwave. It's a white paper with black text.,179.0,179,179,1.0,False,7254,35084,0.2068,7840,40,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q5,OS,Ego,Can you help me find where my paper list for recording recipes is? There might be other things next to it.,"You can find a similar paper list on the nearby table, and it looks like there is a microwave next to it.",Certainly! The paper list is located on the counter next to the microwave. It's a white paper with black text.,179.0,179,179,1.0,False,7254,35084,0.2068,7840,40,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q0,SF,Ego,What is that thing I just brought with my left hand?,"It is a green bucket that appears to be empty, with nothing inside it.",The object you just brought with your left hand is a toilet.,12.0,12,180,1.0,False,702,2352,0.2985,784,4,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q0,SF,Ego,What is that thing I just brought with my left hand?,"It is a green bucket that appears to be empty, with nothing inside it.",The object you just brought with your left hand is a toilet.,12.0,12,180,1.0,False,702,2352,0.2985,784,4,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q1,SM,Ego,Where did I put the green bucket that I just brought over?,"You bring it to support the wooden board, otherwise the board cannot be placed properly into the cutting machine.",The green bucket is now placed on the grass next to the white trash can.,40.0,40,180,1.0,False,2104,7840,0.2684,2352,12,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q1,SM,Ego,Where did I put the green bucket that I just brought over?,"You bring it to support the wooden board, otherwise the board cannot be placed properly into the cutting machine.",The green bucket is now placed on the grass next to the white trash can.,40.0,40,180,1.0,False,2104,7840,0.2684,2352,12,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q2,LM,Ego,The board seemed to be the wrong size and I needed to reconstructe it myself using a power cutter. Can you tell me where I can find my power cutter?,"Yes, the cutter is in the courtyard outside the door.",You can find your power cutter at the table in the corner of the room.,74.0,74,180,1.0,False,3703,14504,0.2553,4116,21,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q2,LM,Ego,The board seemed to be the wrong size and I needed to reconstructe it myself using a power cutter. Can you tell me where I can find my power cutter?,"Yes, the cutter is in the courtyard outside the door.",You can find your power cutter at the table in the corner of the room.,74.0,74,180,1.0,False,3703,14504,0.2553,4116,21,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q3,OS,Ego,I think I need some tools to strengthen this board. Can you tell me where to find these tools in my room?,"If I remember correctly, they should be on the floor inside the room.","Certainly! In your room, you can find the tools for strengthening the board in the following locations:- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window",107.0,107,180,1.0,False,5505,20972,0.2625,6076,31,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q3,OS,Ego,I think I need some tools to strengthen this board. Can you tell me where to find these tools in my room?,"If I remember correctly, they should be on the floor inside the room.","Certainly! In your room, you can find the tools for strengthening the board in the following locations:- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window, there is a hammer and a drill.- On the floor near the door, there is a hammer and a drill.- On the table next to the door, there is a hammer and a drill.- On the floor near the window",107.0,107,180,1.0,False,5505,20972,0.2625,6076,31,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q4,KG,Ego,"Cutting boards create a lot of debris, is there something suitable nearby to temporarily store the debris like bucket or something else?",The green bucket that you just brought over would be a good choice.,"Yes, there is a bucket nearby that can be used to temporarily store the debris.",142.0,142,180,1.0,False,7029,27832,0.2526,7644,39,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e1q4,KG,Ego,"Cutting boards create a lot of debris, is there something suitable nearby to temporarily store the debris like bucket or something else?",The green bucket that you just brought over would be a good choice.,"Yes, there is a bucket nearby that can be used to temporarily store the debris.",142.0,142,180,1.0,False,7029,27832,0.2526,7644,39,15000,0,64,1
Ego__011b8b73-0ce4-4843-95ef-33b79610d212,Ego__011b8b73-0ce4-4843-95ef-33b79610d212#e0q5,CI,Ego,Is the green bucket that I just brought inside the room? Please help me look for it.,The green bucket is placed under the wooden board outside the door.,"No, the green bucket that you brought inside the room is not visible in the image.",180.0,180,180,1.0,False,9194,35280,0.2606,9996,51,15000,0,64,1
