video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","No, there is no mineral water inside the refrigerator in front of you.",20.0,20,179,1.0,False,3483,3920,0.8885,3528,18,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","No, there is no mineral water inside the refrigerator in front of you.",20.0,20,179,1.0,False,3483,3920,0.8885,3528,18,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,The shopping basket I use to hold items is red.,50.0,50,179,1.0,False,8551,9800,0.8726,8624,44,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,The shopping basket I use to hold items is red.,50.0,50,179,1.0,False,8551,9800,0.8726,8624,44,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,You are in a store that sells various beverages and snacks.,74.0,74,179,1.0,False,12358,14504,0.852,12544,64,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,You are in a store that sells various beverages and snacks.,74.0,74,179,1.0,False,12358,14504,0.852,12544,64,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,17823,21168,0.842,18032,92,15000,221577216,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,17823,21168,0.842,18032,92,15000,221577216,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby.",142.0,142,179,1.0,False,23476,27832,0.8435,23716,121,15000,291422208,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby.",142.0,142,179,1.0,False,23476,27832,0.8435,23716,121,15000,291422208,64,1
