latency_seconds,retrieval_seconds,generation_seconds,n_generated_tokens,ms_per_token,answer_chars,question_idx,frame_idx,model,n_local,retrieve_size,answer_tokens_cap,force_answer_length,prune_method,vision_method
0.7511092890053988,,,21,35.767109000257086,117,0,150,llava_ov_0.5b,15000,64,128,False,none,none
0.6416826969943941,,,17,37.74604099967024,85,1,150,llava_ov_0.5b,15000,64,128,False,none,none
0.4406119860941544,,,10,44.06119860941544,48,2,150,llava_ov_0.5b,15000,64,128,False,none,none
3.9232407649978995,,,128,30.65031847654609,642,3,150,llava_ov_0.5b,15000,64,128,False,none,none
0.895661517046392,,,42,21.325274215390284,201,4,150,llava_ov_0.5b,15000,64,128,False,none,none
0.33537434600293636,,,13,25.79802661561049,63,5,150,llava_ov_0.5b,15000,64,128,False,none,none
0.3189897038973868,,,12,26.582475324782234,48,6,150,llava_ov_0.5b,15000,64,128,False,none,none
0.3130971980281174,,,12,26.091433169009786,50,7,150,llava_ov_0.5b,15000,64,128,False,none,none
0.33104119496420026,,,13,25.464707304938482,51,8,150,llava_ov_0.5b,15000,64,128,False,none,none
0.3467180288862437,,,11,31.519820807840336,44,9,285,llava_ov_0.5b,15000,64,128,False,none,none
1.2993991220137104,,,63,20.625382889106515,324,10,285,llava_ov_0.5b,15000,64,128,False,none,none
0.31687878200318664,,,12,26.40656516693222,52,11,285,llava_ov_0.5b,15000,64,128,False,none,none
0.27865207695867866,,,10,27.865207695867866,40,12,285,llava_ov_0.5b,15000,64,128,False,none,none
0.5476413079304621,,,24,22.81838783043592,131,13,285,llava_ov_0.5b,15000,64,128,False,none,none
0.47095194400753826,,,20,23.547597200376913,102,14,285,llava_ov_0.5b,15000,64,128,False,none,none
1.5830034529790282,,,77,20.55848640232504,419,15,285,llava_ov_0.5b,15000,64,128,False,none,none
0.7783919969806448,,,36,21.62199991612902,151,16,285,llava_ov_0.5b,15000,64,128,False,none,none
0.3334722559666261,,,13,25.651711997432777,68,17,285,llava_ov_0.5b,15000,64,128,False,none,none
0.33256256696768105,,,13,25.58173592059085,57,18,285,llava_ov_0.5b,15000,64,128,False,none,none
0.6441025889944285,,,29,22.210434103256155,133,19,285,llava_ov_0.5b,15000,64,128,False,none,none
0.39299250405747443,,,16,24.562031503592152,70,20,285,llava_ov_0.5b,15000,64,128,False,none,none
0.374099985929206,,,15,24.939999061947066,74,21,285,llava_ov_0.5b,15000,64,128,False,none,none
0.35092499398160726,,,14,25.066070998686232,63,22,285,llava_ov_0.5b,15000,64,128,False,none,none
0.3332525440491736,,,13,25.63481108070566,66,23,285,llava_ov_0.5b,15000,64,128,False,none,none
0.33255493990145624,,,13,25.58114922318894,63,24,285,llava_ov_0.5b,15000,64,128,False,none,none
0.6073284730082378,,,27,22.493647148453253,124,25,285,llava_ov_0.5b,15000,64,128,False,none,none
0.333844073000364,,,13,25.680313307720308,53,26,285,llava_ov_0.5b,15000,64,128,False,none,none
1.2805634220130742,,,60,21.342723700217903,282,27,420,llava_ov_0.5b,15000,64,128,False,none,none
0.436717608012259,,,18,24.26208933401439,94,28,420,llava_ov_0.5b,15000,64,128,False,none,none
0.35379973996896297,,,14,25.27140999778307,60,29,420,llava_ov_0.5b,15000,64,128,False,none,none
0.8151424730895087,,,38,21.451117712881807,159,30,420,llava_ov_0.5b,15000,64,128,False,none,none
0.4110668069915846,,,17,24.180400411269684,96,31,420,llava_ov_0.5b,15000,64,128,False,none,none
0.4469807759160176,,,19,23.525303995579872,114,32,420,llava_ov_0.5b,15000,64,128,False,none,none
0.2925005529541522,,,11,26.590959359468386,49,33,420,llava_ov_0.5b,15000,64,128,False,none,none
0.33157748891972005,,,13,25.505960686132312,46,34,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3325236350065097,,,13,25.5787411543469,53,35,420,llava_ov_0.5b,15000,64,128,False,none,none
0.8338301100302488,,,39,21.38025923154484,169,36,420,llava_ov_0.5b,15000,64,128,False,none,none
0.35204636794514954,,,14,25.146169138939253,66,37,420,llava_ov_0.5b,15000,64,128,False,none,none
0.4094094180036336,,,17,24.082906941390213,74,38,420,llava_ov_0.5b,15000,64,128,False,none,none
0.38906840595882386,,,16,24.31677537242649,70,39,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3920804880326614,,,16,24.505030502041336,71,40,420,llava_ov_0.5b,15000,64,128,False,none,none
0.6469891640590504,,,29,22.309971174450013,125,41,420,llava_ov_0.5b,15000,64,128,False,none,none
0.6444186980370432,,,29,22.221334415070455,154,42,420,llava_ov_0.5b,15000,64,128,False,none,none
0.47108668799046427,,,20,23.554334399523214,100,43,420,llava_ov_0.5b,15000,64,128,False,none,none
0.4693721589865163,,,20,23.468607949325815,111,44,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3525694130221382,,,14,25.183529501581297,64,45,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3717763350578025,,,15,24.7850890038535,79,46,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3340037240413949,,,13,25.692594157030378,63,47,420,llava_ov_0.5b,15000,64,128,False,none,none
0.3525138000259176,,,14,25.1795571447084,59,48,420,llava_ov_0.5b,15000,64,128,False,none,none
0.6413814750267193,,,29,22.116602587128252,131,49,420,llava_ov_0.5b,15000,64,128,False,none,none
0.31126718199811876,,,12,25.938931833176564,54,50,420,llava_ov_0.5b,15000,64,128,False,none,none
0.5032447879202664,,,22,22.874763087284837,95,51,420,llava_ov_0.5b,15000,64,128,False,none,none
0.5232801350066438,,,23,22.751310217680167,112,52,420,llava_ov_0.5b,15000,64,128,False,none,none
0.37011082796379924,,,15,24.674055197586615,74,53,420,llava_ov_0.5b,15000,64,128,False,none,none
1.3858309380011633,,,66,20.99743845456308,329,54,555,llava_ov_0.5b,15000,64,128,False,none,none
0.45848101808223873,,,19,24.130579899065197,77,55,555,llava_ov_0.5b,15000,64,128,False,none,none
0.31353333906736225,,,12,26.12777825561352,45,56,555,llava_ov_0.5b,15000,64,128,False,none,none
2.5756650450639427,,,128,20.122383164562052,603,57,555,llava_ov_0.5b,15000,64,128,False,none,none
1.7069631940685213,,,84,20.320990405577636,428,58,555,llava_ov_0.5b,15000,64,128,False,none,none
0.6250480270246044,,,28,22.323143822307298,144,59,555,llava_ov_0.5b,15000,64,128,False,none,none
