video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
COIN__AIAqkAAXnjg.mp4,COIN__AIAqkAAXnjg.mp4#q0,Step Localization,How long has the person in the scene been performing the 'make the  detergent'?,"['8-9s', '50-51s', '6-7s', '19-20s']",6-7s,C,C) 6-7s,C,100.0,85.0,86,137,1.0,False,307,16856,0.0182,392,2,15000,0,64,1
COIN__AIAqkAAXnjg.mp4,COIN__AIAqkAAXnjg.mp4#q1,Step Verification,Is the person in the current frame still performing the 'wet the mop'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,112.0,113,137,1.0,False,337,22148,0.0152,588,3,15000,0,64,1
COIN__AIAqkAAXnjg.mp4,COIN__AIAqkAAXnjg.mp4#q2,Procedure Recall,What goal was achieved in this video?,"['clean wooden floor', 'remove crayon from walls', 'wash dish', 'iron clothes']",clean wooden floor,A,A) clean wooden floor,A,100.0,136.0,137,137,1.0,False,371,26852,0.0138,784,4,15000,0,64,1
COIN__1vdvYGooMnc.mp4,COIN__1vdvYGooMnc.mp4#q0,Step Verification,Is the person in the current frame still performing the 'take out the label'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,15.0,16,49,1.0,False,315,3136,0.1004,392,2,15000,0,64,1
COIN__1vdvYGooMnc.mp4,COIN__1vdvYGooMnc.mp4#q1,Procedure Recall,Did the person follow the correct procedure to achieve the 'refill cartridge'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,48.0,49,49,1.0,False,566,9604,0.0589,784,4,15000,0,64,1
COIN__PWjloFW4Lfc.mp4,COIN__PWjloFW4Lfc.mp4#q0,Step Verification,Is the person in the current frame still performing the 'cut off and remove the old string'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,45.0,46,149,1.0,False,425,9016,0.0471,588,3,15000,0,64,1
COIN__PWjloFW4Lfc.mp4,COIN__PWjloFW4Lfc.mp4#q1,Step Localization,How long has the person in the scene been performing the 'fix the new string on the lower part of the guitar'?,"['54-55s', '15-16s', '20-21s', '13-14s']",13-14s,D,B) 15-16s,B,0.0,80.0,81,149,1.0,False,593,15876,0.0374,784,4,15000,0,64,1
COIN__PWjloFW4Lfc.mp4,COIN__PWjloFW4Lfc.mp4#q2,Procedure Recall,Did the person follow the correct procedure to achieve the 'change guitar strings'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,148.0,149,149,1.0,False,813,29204,0.0278,1176,6,15000,0,64,1
COIN__MeZvU3ffU7I.mp4,COIN__MeZvU3ffU7I.mp4#q0,Procedure Recall,What actions did the person perform in sequence in the last 30 seconds?,"['heat the teapot and wash the cup -> prepare and boil water -> prepare and add the tea', 'prepare and add the tea -> prepare and boil water -> heat the teapot and wash the cup', 'prepare and add the tea -> heat the teapot and wash the cup -> prepare and boil water', 'heat the teapot and wash the cup -> add some ingredients to the tea -> prepare and boil water']",heat the teapot and wash the cup -> prepare and boil water -> prepare and add the tea,A,A) heat the teapot and wash the cup -> prepare and boil water ->,A,100.0,101.0,102,108,1.0,False,545,19992,0.0273,588,3,15000,0,64,1
COIN__MeZvU3ffU7I.mp4,COIN__MeZvU3ffU7I.mp4#q1,Step Verification,Is the person in the current frame still performing the 'prepare and add the tea'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,107.0,108,108,1.0,False,553,21168,0.0261,784,4,15000,0,64,1
COIN__KyloEdIDxAw.mp4,COIN__KyloEdIDxAw.mp4#q0,Step Verification,Is the person in the current frame still performing the 'install fan bracket'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,17.5,18,130,1.0,False,285,3528,0.0808,392,2,15000,0,64,1
COIN__KyloEdIDxAw.mp4,COIN__KyloEdIDxAw.mp4#q1,Procedure Recall,What actions did the person perform in sequence in the last 60 seconds?,"['install fan bracket -> install fans and lights -> install fan tray', 'remove old lamp fixed support -> install fan bracket -> install fans and lights', 'install fan tray -> remove old lamp fixed support -> install fan bracket', 'install fan bracket -> install fan tray -> install fans and lights']",install fan bracket -> install fan tray -> install fans and lights,D,B) remove old lamp fixed support -> install fan bracket -> install fans and lights,B,0.0,72.0,73,130,1.0,False,402,14308,0.0281,588,3,15000,0,64,1
COIN__KyloEdIDxAw.mp4,COIN__KyloEdIDxAw.mp4#q2,Step Localization,How long has the person in the scene been performing the 'install fans and lights'?,"['80-81s', '13-14s', '11-12s', '8-9s']",80-81s,A,D) 8-9s,D,0.0,129.0,130,130,1.0,False,499,25480,0.0196,784,4,15000,0,64,1
COIN__CyQONZLFJdM.mp4,COIN__CyQONZLFJdM.mp4#q0,Procedure Recall,Did the person follow the correct procedure to achieve the 'make matcha tea'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,71.0,72,74,1.0,False,353,14112,0.025,392,2,15000,0,64,1
COIN__CyQONZLFJdM.mp4,COIN__CyQONZLFJdM.mp4#q1,Step Localization,How long has the person in the scene been performing the 'brew tea and stir'?,"['39-40s', '5-6s', '19-20s', '31-32s']",19-20s,C,B) 5-6s,B,0.0,71.0,72,74,1.0,False,353,14112,0.025,392,2,15000,0,64,1
COIN__CyQONZLFJdM.mp4,COIN__CyQONZLFJdM.mp4#q2,Step Verification,Is the person in the current frame still performing the 'brew tea and stir'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,73.0,74,74,1.0,False,358,14504,0.0247,588,3,15000,0,64,1
COIN__9KHaiyoGn3c.mp4,COIN__9KHaiyoGn3c.mp4#q0,Step Localization,How long has the person in the scene been performing the 'cut branches'?,"['20-21s', '17-18s', '35-36s', '8-9s']",35-36s,C,A) 20-21s,A,0.0,51.0,52,108,1.0,False,320,10192,0.0314,392,2,15000,0,64,1
COIN__9KHaiyoGn3c.mp4,COIN__9KHaiyoGn3c.mp4#q1,Procedure Recall,Did the person follow the correct procedure to achieve the 'cut cantaloupe'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,105.0,106,108,1.0,False,417,20776,0.0201,588,3,15000,0,64,1
COIN__9KHaiyoGn3c.mp4,COIN__9KHaiyoGn3c.mp4#q2,Step Verification,Is the person in the current frame still performing the 'connect branches'?,"['Yes', 'No']",No,B,B) No,B,100.0,107.0,108,108,1.0,False,421,21168,0.0199,784,4,15000,0,64,1
COIN__zVz6o08g5Po.mp4,COIN__zVz6o08g5Po.mp4#q0,Step Verification,Is the person in the current frame still performing the 'put the melted soap block into the vessel'?,"['Yes', 'No']",No,B,B) No,B,100.0,147.0,148,162,1.0,False,726,29008,0.025,784,4,15000,0,64,1
COIN__zVz6o08g5Po.mp4,COIN__zVz6o08g5Po.mp4#q1,Procedure Recall,Did the person follow the correct procedure to achieve the 'make flower press'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,161.0,162,162,1.0,False,918,31752,0.0289,980,5,15000,0,64,1
COIN__oAhRt-867vA.mp4,COIN__oAhRt-867vA.mp4#q0,Step Verification,Is the person in the current frame still performing the 'take off the shell'?,"['Yes', 'No']",No,B,B) No,B,100.0,43.0,44,110,1.0,False,473,8624,0.0548,588,3,15000,0,64,1
COIN__oAhRt-867vA.mp4,COIN__oAhRt-867vA.mp4#q1,Step Localization,How long has the person in the scene been performing the 'absorb some ink slowly'?,"['35-36s', '9-10s', '11-12s', '24-25s']",24-25s,D,B) 9-10s,B,0.0,90.0,91,110,1.0,False,563,17836,0.0316,784,4,15000,0,64,1
COIN__oAhRt-867vA.mp4,COIN__oAhRt-867vA.mp4#q2,Procedure Recall,Did the person follow the correct procedure to achieve the 'refill fountain pen'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,109.0,110,110,1.0,False,623,21560,0.0289,980,5,15000,0,64,1
COIN__838Wcv3qI7c.mp4,COIN__838Wcv3qI7c.mp4#q0,Procedure Recall,Did the person follow the correct procedure to achieve the 'replace a wiper head'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,26.0,27,29,1.0,False,222,5292,0.042,392,2,15000,0,64,1
COIN__838Wcv3qI7c.mp4,COIN__838Wcv3qI7c.mp4#q1,Step Verification,Is the person in the current frame still performing the 'cross the rope to wrap the bolt'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,28.5,29,29,1.0,False,226,5684,0.0398,588,3,15000,0,64,1
COIN__sJRiAsVpnZM.mp4,COIN__sJRiAsVpnZM.mp4#q0,Step Localization,How long has the person in the scene been performing the 'run the toaster and adjust'?,"['13-14s', '28-29s', '26-27s', '9-10s']",26-27s,C,D) 9-10s,D,0.0,40.0,41,58,1.0,False,374,8036,0.0465,392,2,15000,0,64,1
COIN__sJRiAsVpnZM.mp4,COIN__sJRiAsVpnZM.mp4#q1,Step Verification,Is the person in the current frame still performing the 'run the toaster and adjust'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,46.5,47,58,1.0,False,396,9212,0.043,588,3,15000,0,64,1
COIN__sJRiAsVpnZM.mp4,COIN__sJRiAsVpnZM.mp4#q2,Procedure Recall,Did the person follow the correct procedure to achieve the 'use toaster'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,57.0,58,58,1.0,False,414,11368,0.0364,784,4,15000,0,64,1
COIN__cvXWaIOcnjg.mp4,COIN__cvXWaIOcnjg.mp4#q0,Step Localization,How long has the person in the scene been performing the 'cut the old chain'?,"['17-18s', '7-8s', '57-58s', '15-16s']",17-18s,A,B) 7-8s,B,0.0,25.0,26,101,1.0,False,256,5096,0.0502,392,2,15000,0,64,1
COIN__cvXWaIOcnjg.mp4,COIN__cvXWaIOcnjg.mp4#q1,Step Verification,Is the person in the current frame still performing the 'cut the old chain'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,48.0,49,101,1.0,False,314,9604,0.0327,588,3,15000,0,64,1
COIN__cvXWaIOcnjg.mp4,COIN__cvXWaIOcnjg.mp4#q2,Procedure Recall,Did the person follow the correct procedure to achieve the 'park parallel'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,100.0,101,101,1.0,False,458,19796,0.0231,784,4,15000,0,64,1
COIN__2UKB6oC0gWk.mp4,COIN__2UKB6oC0gWk.mp4#q0,Step Localization,How long has the person in the scene been performing the 'add different kinds of ingredients'?,"['6-7s', '13-14s', '18-19s', '84-85s']",6-7s,A,B) 13-14s,B,0.0,12.0,13,225,1.0,False,220,2548,0.0863,392,2,15000,0,64,1
COIN__2UKB6oC0gWk.mp4,COIN__2UKB6oC0gWk.mp4#q1,Step Verification,Is the person in the current frame still performing the 'add different kinds of ingredients'?,"['Yes', 'No']",No,B,B) No,B,100.0,47.0,48,225,1.0,False,292,9408,0.031,588,3,15000,0,64,1
COIN__2UKB6oC0gWk.mp4,COIN__2UKB6oC0gWk.mp4#q2,Goal/Step Prediction,My goal is 'make slime with glue'. What are the next steps I should take?,"['jack up the car', 'rub and drag the materials', 'rise to the sky', 'add different kinds of ingredients']",rub and drag the materials,B,B) rub and drag the materials,B,100.0,123.0,124,225,1.0,False,409,24304,0.0168,784,4,15000,0,64,1
COIN__2UKB6oC0gWk.mp4,COIN__2UKB6oC0gWk.mp4#q3,Procedure Recall,Did the person follow the correct procedure to achieve the 'hang wallpaper'?,"['Yes', 'No']",No,B,B) No,B,100.0,224.0,225,225,1.0,False,556,44100,0.0126,980,5,15000,0,64,1
COIN__2PgKjllCSE4.mp4,COIN__2PgKjllCSE4.mp4#q0,Step Localization,How long has the person in the scene been performing the 'remove the shrimp shell'?,"['31-32s', '7-8s', '15-16s', '12-13s']",15-16s,C,B) 7-8s,B,0.0,39.0,40,68,1.0,False,298,7840,0.038,392,2,15000,0,64,1
COIN__2PgKjllCSE4.mp4,COIN__2PgKjllCSE4.mp4#q1,Step Verification,Is the person in the current frame still performing the 'remove the tail'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,58.0,59,68,1.0,False,333,11564,0.0288,588,3,15000,0,64,1
COIN__2PgKjllCSE4.mp4,COIN__2PgKjllCSE4.mp4#q2,Procedure Recall,What actions did the person not perform in the last 30 seconds?,"['remove the vein', 'remove the tail', 'remove the head', 'remove the shrimp shell']",remove the head,C,D) remove the shrimp shell,D,0.0,67.0,68,68,1.0,False,345,13328,0.0259,784,4,15000,0,64,1
COIN__8_dukhGND48.mp4,COIN__8_dukhGND48.mp4#q0,Goal/Step Prediction,My goal is 'sow'. What are the next steps I should take?,"['cover with some soil', 'dig some holes on the soil', 'take out the goods', 'install the back cover and waterproof ring']",cover with some soil,A,A) cover with some soil,A,100.0,52.0,53,80,1.0,False,419,10388,0.0403,588,3,15000,0,64,1
COIN__8_dukhGND48.mp4,COIN__8_dukhGND48.mp4#q1,Step Verification,Is the person in the current frame still performing the 'sow on the soil'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,54.0,55,80,1.0,False,423,10780,0.0392,784,4,15000,0,64,1
COIN__8_dukhGND48.mp4,COIN__8_dukhGND48.mp4#q2,Step Localization,How long has the person in the scene been performing the 'cover with some soil'?,"['15-16s', '8-9s', '23-24s', '13-14s']",23-24s,C,A) 15-16s,A,0.0,74.0,75,80,1.0,False,478,14700,0.0325,980,5,15000,0,64,1
COIN__8_dukhGND48.mp4,COIN__8_dukhGND48.mp4#q3,Procedure Recall,Did the person follow the correct procedure to achieve the 'cut grape fruit'?,"['Yes', 'No']",No,B,B) No,B,100.0,79.0,80,80,1.0,False,484,15680,0.0309,1176,6,15000,0,64,1
COIN__KSvbu9oDR1M.mp4,COIN__KSvbu9oDR1M.mp4#q0,Step Localization,How long has the person in the scene been performing the 'remove the light housing or shell and bulb'?,"['12-13s', '117-118s', '15-16s', '31-32s']",15-16s,C,A) 12-13s,A,0.0,28.0,29,109,1.0,False,232,5684,0.0408,392,2,15000,0,64,1
COIN__KSvbu9oDR1M.mp4,COIN__KSvbu9oDR1M.mp4#q1,Step Verification,Is the person in the current frame still performing the 'remove the light housing or shell and bulb'?,"['Yes', 'No']",No,B,B) No,B,100.0,32.0,33,109,1.0,False,242,6468,0.0374,588,3,15000,0,64,1
COIN__KSvbu9oDR1M.mp4,COIN__KSvbu9oDR1M.mp4#q2,Procedure Recall,How long has the person been performing the 'install the bulb and light housing or shell' in the last 90 seconds?,"['42-43s', '13-14s', '39-40s', '37-38s']",42-43s,A,C) 39-40s,C,0.0,108.0,109,109,1.0,False,399,21364,0.0187,784,4,15000,0,64,1
COIN__krvDtvfiIw0.mp4,COIN__krvDtvfiIw0.mp4#q0,Step Verification,Is the person in the current frame still performing the 'screw on the screws'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,47.0,48,57,1.0,False,394,9408,0.0419,588,3,15000,0,64,1
COIN__krvDtvfiIw0.mp4,COIN__krvDtvfiIw0.mp4#q1,Procedure Recall,Did the person follow the correct procedure to achieve the 'replace toilet seat'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,56.0,57,57,1.0,False,413,11172,0.037,784,4,15000,0,64,1
COIN__274YXGoi6WI.mp4,COIN__274YXGoi6WI.mp4#q0,Step Verification,Is the person in the current frame still performing the 'bent the paperclips by hands'?,"['Yes', 'No']",Yes,A,B) No,B,0.0,33.0,34,75,1.0,False,331,6664,0.0497,392,2,15000,0,64,1
COIN__274YXGoi6WI.mp4,COIN__274YXGoi6WI.mp4#q1,Step Localization,How long has the person in the scene been performing the 'bent the paperclips by hands'?,"['18-19s', '12-13s', '33-34s', '10-11s']",33-34s,C,D) 10-11s,D,0.0,37.0,38,75,1.0,False,344,7448,0.0462,588,3,15000,0,64,1
COIN__274YXGoi6WI.mp4,COIN__274YXGoi6WI.mp4#q2,Procedure Recall,How long has the person been performing the 'bent the paperclips by hands' in the last 60 seconds?,"['36-37s', '19-20s', '27-28s', '17-18s']",36-37s,A,D) 17-18s,D,0.0,68.0,69,75,1.0,False,476,13524,0.0352,784,4,15000,0,64,1
COIN__274YXGoi6WI.mp4,COIN__274YXGoi6WI.mp4#q3,Goal/Step Prediction,My goal is 'open a lock with paperclips'. What are the next steps I should take?,"['insert the paperclips into the lock hole', 'connect the chair and the base', 'put the hamster back into the hamster cage', 'twist the paperclips by hands']",twist the paperclips by hands,D,A) insert the paperclips into the lock hole,A,0.0,74.0,75,75,1.0,False,515,14700,0.035,980,5,15000,0,64,1
COIN__IjUCaiTbgGQ.mp4,COIN__IjUCaiTbgGQ.mp4#q0,Step Verification,Is the person in the current frame still performing the 'cut ingredients'?,"['Yes', 'No']",No,B,B) No,B,100.0,53.0,54,119,1.0,False,286,10584,0.027,392,2,15000,0,64,1
COIN__IjUCaiTbgGQ.mp4,COIN__IjUCaiTbgGQ.mp4#q1,Step Localization,How long has the person in the scene been performing the 'put the ingredients into the bowl'?,"['15-16s', '11-12s', '9-10s', '18-19s']",11-12s,B,A) 15-16s,A,0.0,65.0,66,119,1.0,False,300,12936,0.0232,588,3,15000,0,64,1
COIN__IjUCaiTbgGQ.mp4,COIN__IjUCaiTbgGQ.mp4#q2,Procedure Recall,Which action did the person perform for the longest duration in the last 90 seconds?,"['cut ingredients', 'cross the rope to wrap the bolt', 'shake and juice', 'put the ingredients into the bowl']",put the ingredients into the bowl,D,C) shake and juice,C,0.0,118.0,119,119,1.0,False,420,23324,0.018,784,4,15000,0,64,1
COIN__xKcZIxOIWLA.mp4,COIN__xKcZIxOIWLA.mp4#q0,Step Verification,Is the person in the current frame still performing the 'wipe the dish'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,71.0,72,200,1.0,False,413,14112,0.0293,588,3,15000,0,64,1
COIN__xKcZIxOIWLA.mp4,COIN__xKcZIxOIWLA.mp4#q1,Procedure Recall,Which action did the person perform for the longest duration in the last 30 seconds?,"['wipe the dish', 'add detergent and make bubble', 'insert the quilt into the quilt cover', 'cook the rice by rice cooker']",wipe the dish,A,B) add detergent and make bubble,B,0.0,171.0,172,200,1.0,False,529,33712,0.0157,784,4,15000,0,64,1
COIN__xKcZIxOIWLA.mp4,COIN__xKcZIxOIWLA.mp4#q2,Step Localization,How long has the person in the scene been performing the 'wipe the dish'?,"['36-37s', '15-16s', '38-39s', '22-23s']",15-16s,B,A) 36-37s,A,0.0,194.0,195,200,1.0,False,567,38220,0.0148,980,5,15000,0,64,1
COIN__xKcZIxOIWLA.mp4,COIN__xKcZIxOIWLA.mp4#q3,Goal/Step Prediction,"Based on the series of actions performed by the person in the video, what is the ultimate goal?","['wash dish', 'make bed', 'clean leather seat', 'clean wooden floor']",wash dish,A,A) wash dish,A,100.0,199.0,200,200,1.0,False,572,39200,0.0146,1176,6,15000,0,64,1
COIN__o9XCE5T-618.mp4,COIN__o9XCE5T-618.mp4#q0,Step Localization,How long has the person in the scene been performing the 'prepare the frame'?,"['21-22s', '28-29s', '23-24s', '13-14s']",28-29s,B,A) 21-22s,A,0.0,39.0,40,112,1.0,False,329,7840,0.042,392,2,15000,0,64,1
COIN__o9XCE5T-618.mp4,COIN__o9XCE5T-618.mp4#q1,Step Verification,Is the person in the current frame still performing the 'stick or bind flower to the frame'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,82.0,83,112,1.0,False,445,16268,0.0274,588,3,15000,0,64,1
COIN__o9XCE5T-618.mp4,COIN__o9XCE5T-618.mp4#q2,Procedure Recall,Did the person follow the correct procedure to achieve the 'make flower crown'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,111.0,112,112,1.0,False,520,21952,0.0237,784,4,15000,0,64,1
COIN__cgV0LBR-mAQ.mp4,COIN__cgV0LBR-mAQ.mp4#q0,Step Verification,Is the person in the current frame still performing the 'pump up the fuel'?,"['Yes', 'No']",No,B,B) No,B,100.0,50.0,51,70,1.0,False,268,9996,0.0268,392,2,15000,0,64,1
COIN__cgV0LBR-mAQ.mp4,COIN__cgV0LBR-mAQ.mp4#q1,Procedure Recall,What goal was achieved in this video?,"['refill a lighter', 'make RJ45 cable', 'resize watch band', 'refill mechanical pencils']",refill a lighter,A,A) refill a lighter,A,100.0,69.0,70,70,1.0,False,289,13720,0.0211,588,3,15000,0,64,1
COIN__Kj0sIE39sEQ.mp4,COIN__Kj0sIE39sEQ.mp4#q0,Goal/Step Prediction,My goal is 'change mobile phone battery'. What are the next steps I should take?,"['pick up the back cover of the phone with the cymbal', 'load a new battery', 'show the whole rope again', 'restore the fixed battery components and the back cover']",restore the fixed battery components and the back cover,D,D) restore the fixed battery components and the back cover,D,100.0,72.0,73,77,1.0,False,315,14308,0.022,392,2,15000,0,64,1
COIN__Kj0sIE39sEQ.mp4,COIN__Kj0sIE39sEQ.mp4#q1,Step Verification,Is the person in the current frame still performing the 'restore the fixed battery components and the back cover'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,75.0,76,77,1.0,False,317,14896,0.0213,588,3,15000,0,64,1
COIN__Kj0sIE39sEQ.mp4,COIN__Kj0sIE39sEQ.mp4#q2,Procedure Recall,How long has the person been performing the 'pick up the back cover of the phone with the cymbal' in the last 60 seconds?,"['3-4s', '5-6s', '41-42s', '92-93s']",3-4s,A,C) 41-42s,C,0.0,75.0,76,77,1.0,False,317,14896,0.0213,588,3,15000,0,64,1
COIN__Kj0sIE39sEQ.mp4,COIN__Kj0sIE39sEQ.mp4#q3,Step Localization,How long has the person in the scene been performing the 'restore the fixed battery components and the back cover'?,"['14-15s', '5-6s', '33-34s', '8-9s']",5-6s,B,B) 5-6s,B,100.0,76.0,77,77,1.0,False,320,15092,0.0212,784,4,15000,0,64,1
COIN__fPRxNzdSTMo.mp4,COIN__fPRxNzdSTMo.mp4#q0,Step Verification,Is the person in the current frame still performing the 'install the air nozzle'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,26.0,27,63,1.0,False,345,5292,0.0652,392,2,15000,0,64,1
COIN__fPRxNzdSTMo.mp4,COIN__fPRxNzdSTMo.mp4#q1,Step Localization,How long has the person in the scene been performing the 'pump up to the tire'?,"['27-28s', '31-32s', '10-11s', '12-13s']",31-32s,B,A) 27-28s,A,0.0,56.0,57,63,1.0,False,489,11172,0.0438,588,3,15000,0,64,1
COIN__fPRxNzdSTMo.mp4,COIN__fPRxNzdSTMo.mp4#q2,Procedure Recall,What goal was achieved in this video?,"['change bike chain', 'pump up bicycle tire', 'patch bike inner tube', 'replace rearview mirror glass']",pump up bicycle tire,B,B) pump up bicycle tire,B,100.0,62.0,63,63,1.0,False,500,12348,0.0405,784,4,15000,0,64,1
COIN__sCH9opZLXZQ.mp4,COIN__sCH9opZLXZQ.mp4#q0,Step Verification,Is the person in the current frame still performing the 'install the new faucet'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,60.0,61,70,1.0,False,419,11956,0.035,588,3,15000,0,64,1
COIN__sCH9opZLXZQ.mp4,COIN__sCH9opZLXZQ.mp4#q1,Procedure Recall,Did the person follow the correct procedure to achieve the 'replace faucet'?,"['Yes', 'No']",Yes,A,A) Yes,A,100.0,69.0,70,70,1.0,False,436,13720,0.0318,784,4,15000,0,64,1
