video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q0,Object Existence State,"What is the time period the towel [0.325, 0.767, 0.451, 0.85] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 0.0 - 2.0s.', 'It appears at 0.0s. And it disappears at 1.0 - 2.0s.', 'It appears at 1.0 - 2.0s.', 'It appears at 1.0s. And it disappears at 2.0s.']",It appears at 0.0 - 2.0s.,A,C) It appears at 1.0 - 2.0s.,C,0.0,2.0,3,17,1.0,False,197,588,0.335,392,2,15000,0,64,1
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q1,Object Position,"Which option most accurately describes the relative positions of other persons with respect to the reference position [0.411, 0.065, 0.563, 0.265] on the screen? (Note: Positions with counts, e.g., 'left-bottom (2)', indicate multiple objects in the same area.)","['left-bottom, right-top (3), left-top (3), right-top.', 'left-top, left-bottom (2), right-bottom (2), right-top (2), right-top.', 'right-bottom, right-top, left-bottom, left.', 'right-bottom, left-bottom.']","right-bottom, left-bottom.",D,"B) left-top, left-bottom (2), right-bottom (2), right",B,0.0,3.0,4,17,1.0,False,198,784,0.2526,588,3,15000,0,64,1
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q2,Object Trajectory,"What is the trajectory of the object among towel [0.592, 0.425, 0.67, 0.557], towel [0.362, 0.857, 0.532, 1.0], towel [0.553, 0.767, 0.716, 0.951], person [0.406, 0.121, 0.702, 0.917] in the past 3 seconds, which moves the longest distance? If an object disappears in the middle, calculate the distance based on the time period it last appears.","['The trajectory is: [0.423, 0.69, 0.509, 0.754] -> [0.434, 0.701, 0.524, 0.775] -> [0.512, 0.753, 0.638, 0.862];', 'The trajectory is: [0.002, 0.171, 0.481, 1.0] -> [0.073, 0.164, 0.566, 1.0] -> [0.012, 0.157, 0.53, 1.0] -> [0.0, 0.147, 0.521, 1.0] -> [0.145, 0.214, 0.651, 1.0];', 'The trajectory is: [0.495, 0.521, 0.526, 0.654] -> [0.396, 0.344, 0.48, 0.536] -> [0.404, 0.442, 0.466, 0.628] -> [0.37, 0.514, 0.444, 0.728] -> [0.36, 0.572, 0.435, 0.807];', 'The trajectory is: [0.652, 0.657, 0.912, 0.964] -> [0.65, 0.635, 0.87, 0.9] -> [0.624, 0.631, 0.759, 0.803];']","The trajectory is: [0.423, 0.69, 0.509, 0.754] -> [0.434, 0.701, 0.524, 0.775] -> [0.512, 0.753, 0.638, 0.862];",A,"D) The trajectory is: [0.652, 0.",D,0.0,3.0,4,17,1.0,False,198,784,0.2526,588,3,15000,0,64,1
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q3,Trajectory Retrieval,"When does the towel [0.16, 0.422, 0.441, 0.792] in the current screen first appear in the video? Give the corresponding position when it first appears.","['It first appears 39 seconds before, at [0.489, 0.088, 0.608, 0.607].', 'It first appears 11 seconds before, at [0.546, 0.615, 0.707, 0.71].', 'It first appears 20 seconds before, at [0.341, 0.986, 0.384, 1.0].', 'It first appears 12 seconds before, at [0.708, 0.313, 0.802, 0.543].']","It first appears 11 seconds before, at [0.546, 0.615, 0.707, 0.71].",B,"A) It first appears 39 seconds before, at [0.4",A,0.0,11.0,12,17,1.0,False,204,2352,0.0867,784,4,15000,0,64,1
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q4,Movement Prediction,"What direction do you think the person [0.07, 0.0, 0.38, 0.674] may move towards in the next second?","['above', 'left-bottom', 'right-bottom', 'left-top']",right-bottom,C,B) left-bottom,B,0.0,14.0,15,17,1.0,False,209,2940,0.0711,980,5,15000,0,64,1
HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760,HACS__Mooping_floor_v_T00Alt7Ocuw_scene_0_0-760#q5,Object Presence,How many towels are there in the screen 15.0 seconds before? Does the number increase or decrease compare with the past screen?,"['6 in the past. Compared with the past screen, the number increases.', '4 in the past. Compared with the past screen, the number remains the same.', '7 in the past. Compared with the past screen, the number increases.', '3 in the past. Compared with the past screen, the number decreases.']","3 in the past. Compared with the past screen, the number decreases.",D,"D) 3 in the past. Compared with the past screen, the number",D,100.0,16.0,17,17,1.0,False,211,3332,0.0633,1176,6,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q0,Object Position,"Based on visible information, which option most accurately describes the location of the car_ on the screen? (Note: Positions with counts, e.g., 'left-middle (2)', indicate multiple objects in the same area.)","['right-top, right-top (2)', 'right-bottom, left-middle, bottom', 'left-middle, left-bottom', 'center, right-top (2), right-middle, top (2)']","left-middle, left-bottom",C,"C) left-middle, left-bottom",C,100.0,2.0,3,35,1.0,False,196,588,0.3333,196,1,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q1,Trajectory Retrieval,"Where is the location of the truck [0.248, 0.015, 0.518, 0.592] in the screen 10.0 second(s) before?","['[0.136, 0.0, 0.51, 0.654]', '[0.399, 0.189, 0.648, 0.694]', '[0.484, 0.596, 0.534, 0.764]', '[0.559, 0.49, 0.605, 0.567]']","[0.136, 0.0, 0.51, 0.654]",A,A),A,100.0,10.0,11,35,1.0,False,199,2156,0.0923,392,2,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q2,Object Trajectory,"What is the trajectory of the object among truck [0.343, 0.067, 0.578, 0.571], car [0.236, 0.354, 0.301, 0.465] in the past 3 seconds, which moves the shortest distance? If an object disappears in the middle, calculate the distance based on the time period it last appears.","['The trajectory is: [0.356, 0.0, 0.682, 1.0] -> [0.35, 0.0, 0.673, 1.0] -> [0.368, 0.0, 0.685, 1.0];', 'The trajectory is: [0.495, 0.449, 0.509, 0.468] -> [0.509, 0.454, 0.525, 0.478] -> [0.513, 0.446, 0.53, 0.474] -> [0.518, 0.457, 0.537, 0.488] -> [0.513, 0.468, 0.534, 0.501];', 'It remains stationary.', 'The trajectory is: [0.988, 0.243, 1.0, 0.415] -> [0.928, 0.236, 0.974, 0.432];']",It remains stationary.,C,"A) The trajectory is: [0.356, 0.",A,0.0,16.0,17,35,1.0,False,205,3332,0.0615,588,3,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q3,Object Existence State,"What is the time period the truck [0.298, 0.097, 0.51, 0.551] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 0.0 - 8.0s. And it disappears at 9.0 - 19.0s.', 'It appears at 0.0 - 19.0s.', 'It appears at 2.0 - 4.0s, 7.0 - 8.0s, 10.0 - 17.0s. And it disappears at 5.0 - 6.0s, 9.0s, 18.0 - 19.0s.', 'It appears at 0.0 - 1.0s, 4.0 - 6.0s, 8.0 - 9.0s, 11.0 - 12.0s, 15.0 - 16.0s, 19.0s. And it disappears at 2.0 - 3.0s, 7.0s, 10.0s, 13.0 - 14.0s, 17.0 - 18.0s.']",It appears at 0.0 - 19.0s.,B,"C) It appears at 2.0 - 4.0s,",C,0.0,19.0,20,35,1.0,False,208,3920,0.0531,784,4,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q4,Movement Prediction,"What direction do you think the truck [0.418, 0.335, 0.462, 0.435] may move towards in the next second?","['right-top', 'right', 'stationary', 'uncertain']",right-top,A,B) right,B,0.0,33.0,34,35,1.0,False,215,6664,0.0323,980,5,15000,0,64,1
BDD__b1d0a191-65deaeef,BDD__b1d0a191-65deaeef#q5,Object Presence,"Is the truck [0.432, 0.34, 0.463, 0.428] still in the screen 12.0 seconds before?","['Yes, it exists.', 'No, it does not exist.']","Yes, it exists.",A,"B) No, it does not exist.",B,0.0,34.0,35,35,1.0,False,216,6860,0.0315,1176,6,15000,0,64,1
LaSOT__drone-17,LaSOT__drone-17#q0,Object Trajectory,"What is the trajectory of the object among person [0.373, 0.453, 1.0, 1.0], remote_control [0.443, 0.462, 0.786, 1.0], drone [0.379, 0.256, 0.518, 0.304] in the past 3 seconds, which moves the shortest distance? If an object disappears in the middle, calculate the distance based on the time period it last appears.","['The trajectory is: [0.0, 0.0, 0.307, 0.196];', 'The trajectory is: [0.363, 0.674, 0.432, 0.733] -> [0.363, 0.674, 0.432, 0.733] -> [0.365, 0.674, 0.432, 0.733];', 'The trajectory is: [0.367, 0.428, 1.0, 1.0];', 'The trajectory is: [0.334, 0.21, 0.43, 0.251] -> [0.342, 0.228, 0.438, 0.274] -> [0.345, 0.222, 0.458, 0.269];']","The trajectory is: [0.334, 0.21, 0.43, 0.251] -> [0.342, 0.228, 0.438, 0.274] -> [0.345, 0.222, 0.458, 0.269];",D,"C) The trajectory is: [0.367, 0.",C,0.0,10.0,11,37,1.0,False,215,2156,0.0997,392,2,15000,0,64,1
LaSOT__drone-17,LaSOT__drone-17#q1,Object Existence State,"What is the time period the drone [0.449, 0.303, 0.571, 0.357] in the current screen appears in the video? And what is the time period that it disappears?","['It appears at 5.0s, 8.0s. And it disappears at 6.0 - 7.0s, 9.0 - 12.0s.', 'It appears at 1.0s, 7.0s, 12.0s. And it disappears at 2.0 - 6.0s, 8.0 - 11.0s.', 'It appears at 0.0s, 3.0s, 5.0 - 7.0s, 9.0s, 11.0 - 12.0s. And it disappears at 1.0 - 2.0s, 4.0s, 8.0s, 10.0s.', 'It appears at 0.0 - 12.0s.']",It appears at 0.0 - 12.0s.,D,"C) It appears at 0.0s, 3.0s",C,0.0,12.0,13,37,1.0,False,220,2548,0.0863,588,3,15000,0,64,1
LaSOT__drone-17,LaSOT__drone-17#q2,Movement Prediction,"What direction do you think the remote_control [0.644, 0.39, 0.935, 0.835] may move towards in the next second?","['left-bottom', 'above', 'below', 'right-bottom']",right-bottom,D,D) right-bottom,D,100.0,14.0,15,37,1.0,False,227,2940,0.0772,784,4,15000,0,64,1
