video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q0,Step Verification,Is the person in the current frame still performing the 'fit on the boards'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,41.0,42,152,1.0,False,438,8232,0.0532,588,3,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q1,Procedure Recall,What actions did the person perform in sequence in the last 90 seconds?,"['apply some glue on the borads -> fit on the boards -> prepare the ground floor', 'cut the raw boards -> fit on the boards -> apply some glue on the borads', 'fit on the boards -> apply some glue on the borads -> fit on the boards -> fit on the boards', 'fit on the boards -> prepare the ground floor -> apply some glue on the borads']",fit on the boards -> apply some glue on the borads -> fit on the boards -> fit on the boards,C,C) fit on the boards -> apply some glue on the borads -> fit,C,100.0,111.0,112,152,1.0,False,517,21952,0.0236,784,4,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q2,Step Localization,How long has the person in the scene been performing the 'fit on the boards'?,"['10-11s', '13-14s', '25-26s', '18-19s']",10-11s,A,C) 25-26s,C,0.0,136.0,137,152,1.0,False,549,26852,0.0204,980,5,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q3,Goal/Step Prediction,"Based on the series of actions performed by the person in the video, what is the ultimate goal?","['lubricate a lock', 'replace faucet', 'install wood flooring', 'replace toilet seat']",install wood flooring,C,C) install wood flooring,C,100.0,151.0,152,152,1.0,False,586,29792,0.0197,1176,6,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q0,Procedure Recall,What actions did the person perform in sequence in the last 15 seconds?,"['pass the basketball into the hole at the first time -> dribble and lay up -> dribble in the field', 'dribble and lay up -> dribble in the field -> pass the basketball into the hole at the first time', 'pass the basketball into the hole at the first time -> dribble in the field -> dribble and lay up', 'dribble and lay up -> pass the basketball into the hole at the first time -> shoot towards the basket']",pass the basketball into the hole at the first time -> dribble in the field -> dribble and lay up,C,B) dribble and lay up -> dribble in the field -> pass the,B,0.0,39.0,40,171,1.0,False,386,7840,0.0492,392,2,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q1,Step Verification,Is the person in the current frame still performing the 'dribble and lay up'?,"['Yes', 'No']",No,B,B) No,B,100.0,40.0,41,171,1.0,False,390,8036,0.0485,588,3,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q2,Goal/Step Prediction,My goal is 'attend NBA skills challenge'. What are the next steps I should take?,"['lift the barbell from the chin over the head', 'put inner tube back', 'shoot towards the basket', 'dribble in the field']",shoot towards the basket,C,C) shoot towards the basket,C,100.0,170.0,171,171,1.0,False,847,33516,0.0253,1176,6,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q0,Step Localization,How long has the person in the scene been performing the 'add seasoning'?,"['51-52s', '11-12s', '18-19s', '14-15s']",14-15s,D,A) 51-52s,A,0.0,45.0,46,134,1.0,False,406,9016,0.045,588,3,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q1,Goal/Step Prediction,"Based on the series of actions performed by the person in the video, what is the ultimate goal?","['cook omelet', 'make salmon', 'smash garlic', 'boil noodles']",make salmon,B,B) make salmon,B,100.0,115.0,116,134,1.0,False,791,22736,0.0348,980,5,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q2,Step Verification,Is the person in the current frame still performing the 'add seasoning on the salmon'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,119.0,120,134,1.0,False,801,23520,0.0341,1176,6,15000,0,64,1
