video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_251,Real-Time Visual Understanding_sample_251_1,Text-Rich Understanding,What logo is visible on the gas station sign right now?,"['Shell.', 'Chevron.', 'Exxon.', 'BP.']",Shell.,A,A).,A,100.0,5.0,6,264,1.0,False,566,1176,0.4813,588,3,15000,0,64,1
Real-Time_Visual_Understanding__sample_251,Real-Time Visual Understanding_sample_251_2,Object Perception,What brand is the steering wheel right now?,"['BMW.', 'Audi.', 'Mercedes-Benz.', 'Porsche.']",Mercedes-Benz.,C,C) Mercedes-Benz.,C,100.0,66.0,67,264,1.0,False,4532,13132,0.3451,4704,24,15000,0,64,1
Real-Time_Visual_Understanding__sample_251,Real-Time Visual Understanding_sample_251_3,Text-Rich Understanding,What is the current speed of the car right now?,"['150 km/h.', '200 km/h.', '225 km/h.', '250 km/h.']",200 km/h.,B,C) 225 km/h.,C,0.0,136.0,137,264,1.0,False,7003,26852,0.2608,7252,37,15000,0,64,1
Real-Time_Visual_Understanding__sample_251,Real-Time Visual Understanding_sample_251_4,Attribute Perception,What color are the gloves the driver is wearing right now?,"['Red and black.', 'Blue and black.', 'Black and white.', 'Green and black.']",Blue and black.,B,B) Blue and black.,B,100.0,200.0,201,264,1.0,False,8320,39396,0.2112,8624,44,15000,0,64,1
Real-Time_Visual_Understanding__sample_251,Real-Time Visual Understanding_sample_251_5,Text-Rich Understanding,What is the current speed of the car right now?,"['150 km/h.', '200 km/h.', '225 km/h.', '250 km/h.']",250 km/h.,D,C) 225 km/h.,C,0.0,263.0,264,264,1.0,False,10138,51744,0.1959,10584,54,15000,0,64,1
Real-Time_Visual_Understanding__sample_252,Real-Time Visual Understanding_sample_252_1,Text-Rich Understanding,What brand of the car's equipment is visible right now?,"['Sparco.', 'ACME.', 'OMP.', 'MOMO.']",Sparco.,A,A) Sparco.,A,100.0,4.0,5,324,1.0,False,378,980,0.3857,392,2,15000,0,64,1
Real-Time_Visual_Understanding__sample_252,Real-Time Visual Understanding_sample_252_2,Attribute Perception,What are the current colors on the car's dashboard right now?,"['Blue and yellow.', 'Red and green.', 'White and blue.', 'Black and red.']",Black and red.,D,D) Black and red.,D,100.0,83.0,84,324,1.0,False,4128,16464,0.2507,4312,22,15000,0,64,1
Real-Time_Visual_Understanding__sample_252,Real-Time Visual Understanding_sample_252_3,Text-Rich Understanding,What equipment brand is visible on the driver's gloves right now?,"['Sparco.', 'MOMO.', 'OMP.', 'HANS.']",Sparco.,A,A) Sparco.,A,100.0,163.0,164,324,1.0,False,7812,32144,0.243,8036,41,15000,0,64,1
Real-Time_Visual_Understanding__sample_252,Real-Time Visual Understanding_sample_252_4,Attribute Perception,What colors are visible on the gloves the driver is wearing right now?,"['Red and black.', 'Blue and white.', 'Beige and black.', 'White and black.']",White and black.,D,D) White and black.,D,100.0,244.0,245,324,1.0,False,11908,48020,0.248,12152,62,15000,0,64,1
Real-Time_Visual_Understanding__sample_252,Real-Time Visual Understanding_sample_252_5,Text-Rich Understanding,What brand is visible on the driver's gloves right now?,"['Sparco.', 'Simpson.', 'Alpinestars.', 'OMP.']",Sparco.,A,A) Sparco.,A,100.0,323.0,324,324,1.0,False,15424,63504,0.2429,15680,80,15000,899153920,64,1
