video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Real-Time_Visual_Understanding__sample_126,Real-Time Visual Understanding_sample_126_1,Action Perception,What is the artist doing with the gold leaf in the video?,"['Applying it to a painted surface.', 'Cutting it into smaller pieces.', 'Mixing it with paint.', 'Discarding it.']",Applying it to a painted surface.,A,A) Applying it to a painted surface.,A,100.0,8.0,9,501,1.0,False,644,1764,0.3651,784,4,15000,0,64,1
Real-Time_Visual_Understanding__sample_126,Real-Time Visual Understanding_sample_126_2,Event Understanding,What is the sequence of actions just performed by the artist?,"['Painting the background, then the nose, followed by the cheek, and finally the forehead.', 'Painting the nose, then the cheek, followed by the forehead.', 'Painting the forehead, then the nose, followed by the cheek.', 'Painting the cheek, then the forehead, followed by the nose.']","Painting the nose, then the cheek, followed by the forehead.",B,"A) Painting the background, then the nose, followed by the cheek, and",A,0.0,180.0,181,501,1.0,False,4445,35476,0.1253,4704,24,15000,0,64,1
Real-Time_Visual_Understanding__sample_126,Real-Time Visual Understanding_sample_126_3,Action Perception,What did the artist do just now?,"['Sketching the ear.', 'Applying meticulous strokes to the ear area.', 'Cleaning the paintbrush.', 'Painting the background.']",Applying meticulous strokes to the ear area.,B,B) Applying meticulous strokes to the ear area.,B,100.0,338.0,339,501,1.0,False,6625,66444,0.0997,7056,36,15000,0,64,1
Real-Time_Visual_Understanding__sample_126,Real-Time Visual Understanding_sample_126_4,Spatial Understanding,Where are the other brushes and pencils located in relation to the artwork?,"['On a shelf above the artwork.', 'Scattered around the artwork on the table.', 'Inside a drawer next to the table.', ""Held in the artist's other hand.""]",Scattered around the artwork on the table.,B,B) Scattered around the artwork on the table.,B,100.0,490.0,491,501,1.0,False,9975,96236,0.1037,10584,54,15000,0,64,1
Real-Time_Visual_Understanding__sample_126,Real-Time Visual Understanding_sample_126_5,Clips Summarize,Which of the following best summarizes the painting shown in the video?,"['A detailed painting of a woman with blonde hair on a dark blue background with a full moon and clouds.', 'A landscape painting with mountains and rivers.', ""A detailed illustration of a woman's profile with leaves in her hair being painted."", 'A close-up portrait of an elderly man.']",A detailed illustration of a woman's profile with leaves in her hair being painted.,C,C) A detailed illustration of a woman's profile with leaves in her hair being,C,100.0,500.0,501,501,1.0,False,10191,98196,0.1038,10976,56,15000,0,64,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_1,Attribute Perception,What color was added to the eyes of the sketched portrait?,"['Green', 'Brown', 'Blue', 'Hazel']",Blue,C,C) Blue,C,100.0,20.0,21,681,1.0,False,620,4116,0.1506,784,4,15000,0,64,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_2,Action Perception,What action is the paintbrush performing right now?,"['Adding details to the hair.', 'Coloring the lips.', 'Adding details to the nose.', 'Shading the background.']",Adding details to the nose.,C,B) Coloring the lips.,B,0.0,229.0,230,681,1.0,False,2487,45080,0.0552,2744,14,15000,0,64,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_3,Spatial Understanding,Which parts of the face remain unpainted right now?,"['Eyes and lips.', 'Hair and surrounding skin areas.', 'Nose and lips.', 'Eyes and nose.']",Hair and surrounding skin areas.,B,B) Hair and surrounding skin areas.,B,100.0,240.0,241,681,1.0,False,2662,47236,0.0564,2940,15,15000,0,64,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_4,Event Understanding,What is the primary focus of the video?,"['The artist mixing paints.', 'The artist adjusting the background.', ""The detailed painting of a woman's face."", 'The artist framing the artwork.']",The detailed painting of a woman's face.,C,C) The detailed painting of a woman's face.,C,100.0,460.0,461,681,1.0,False,4784,90356,0.0529,5096,26,15000,0,64,1
Real-Time_Visual_Understanding__sample_127,Real-Time Visual Understanding_sample_127_5,Event Understanding,What does the painter focus on during the last strokes?,"['The eyes and hair.', 'The lower face.', 'The background and plant.', 'The canvas texture.']",The lower face.,B,A) The eyes and hair.,A,0.0,680.0,681,681,1.0,False,9077,133476,0.068,9408,48,15000,0,64,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_1,Spatial Understanding,Where is the green potted plant positioned relative to the painting in the initial scene?,"['To the right of the painting.', 'In front of the painting.', 'To the left of the painting.', 'Above the painting.']",To the left of the painting.,C,C) To the left of the painting.,C,100.0,6.0,7,501,1.0,False,315,1372,0.2296,392,2,15000,0,64,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_2,Clips Summarize,Which of the following best summarizes the scene in the video?,"['A detailed exploration of a landscape painting.', 'The process of painting a landscape with vibrant colors.', ""A focus on a woman's portrait with a tranquil expression."", 'An artist discussing the inspiration behind an abstract piece.']",A focus on a woman's portrait with a tranquil expression.,C,C) A focus on a woman's portrait with a tranquil expression.,C,100.0,19.0,20,501,1.0,False,933,3920,0.238,1176,6,15000,0,64,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_3,Spatial Understanding,What is visible in the left lower corner of the frame after the camera zooms out?,"['A decorative statue.', 'A green plant.', 'A part of a bookshelf.', 'A palette of colors.']",A green plant.,B,B) A green plant.,B,100.0,178.0,179,501,1.0,False,4240,35084,0.1209,4508,23,15000,0,64,1
Real-Time_Visual_Understanding__sample_128,Real-Time Visual Understanding_sample_128_4,Clips Summarize,Which of the following best summarizes the painting shown in the video?,"['A woman with open eyes and vibrant colors.', 'A landscape with intricate textures.', ""A woman's face with closed eyes and partially painted skin tones."", 'An abstract painting with geometric shapes.']",A woman's face with closed eyes and partially painted skin tones.,C,C) A woman's face with closed eyes and partially painted skin tones.,C,100.0,326.0,327,501,1.0,False,6820,64092,0.1064,7252,37,15000,0,64,1
