video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various beverages, including what appears to be mineral water. However, due to the motion blur and angle of the video, it's not possible to definitively identify the specific brand or type of mineral water you might be looking for. If you're looking for a particular brand or type, you might need to check the labels more closely or ask someone who can see the details more clearly.",20.0,20,179,1.0,False,762,3920,0.1944,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various beverages, including what appears to be mineral water. However, due to the motion blur and angle of the video, it's not possible to definitively identify the specific brand or type of mineral water you might be looking for. If you're looking for a particular brand or type, you might need to check the labels more closely or ask someone who can see the details more clearly.",20.0,20,179,1.0,False,762,3920,0.1944,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,1703,9800,0.1738,1764,9,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,1703,9800,0.1738,1764,9,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are inside a convenience store or a small grocery store. The video shows a variety of drinks in a refrigerated display case, which is typical for such establishments. There's also a checkout area with a cashier, and promotional materials are visible, which is common in stores that offer various products and services to customers.",74.0,74,179,1.0,False,2193,14504,0.1512,2352,12,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are inside a convenience store or a small grocery store. The video shows a variety of drinks in a refrigerated display case, which is typical for such establishments. There's also a checkout area with a cashier, and promotional materials are visible, which is common in stores that offer various products and services to customers.",74.0,74,179,1.0,False,2193,14504,0.1512,2352,12,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,2766,21168,0.1307,2940,15,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,2766,21168,0.1307,2940,15,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","The video shows a variety of items in the store, but it does not specifically mention a shelf with fruit. However, there is a section with a cooler that might contain beverages. If you're looking for fruit, you might want to check the produce section, which is typically located near the entrance or in a separate area of the store.",142.0,142,179,1.0,False,3424,27832,0.123,3724,19,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","The video shows a variety of items in the store, but it does not specifically mention a shelf with fruit. However, there is a section with a cooler that might contain beverages. If you're looking for fruit, you might want to check the produce section, which is typically located near the entrance or in a separate area of the store.",142.0,142,179,1.0,False,3424,27832,0.123,3724,19,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator in the video that contains various beverages, including beer and mineral water. You can see the refrigerator stocked with different types of drinks, and there is a person at the checkout counter who can assist you with your purchase.",179.0,179,179,1.0,False,3973,35084,0.1132,4312,22,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator in the video that contains various beverages, including beer and mineral water. You can see the refrigerator stocked with different types of drinks, and there is a person at the checkout counter who can assist you with your purchase.",179.0,179,179,1.0,False,3973,35084,0.1132,4312,22,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.","yes,",20.0,20,179,1.0,False,542,3920,0.1383,588,3,15000,0,64,1
