video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various beverages, including what appears to be mineral water. However, without a clear view of the specific brands or labels, it's not possible to confirm if the exact mineral water you need is available. If you're looking for a specific brand or type of mineral water, you might need to check the labels more closely or ask someone who can see the details.",20.0,20,179,1.0,False,758,3920,0.1934,pad,3920,20,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","The video shows a refrigerator with various beverages, including what appears to be mineral water. However, without a clear view of the specific brands or labels, it's not possible to confirm if the exact mineral water you need is available. If you're looking for a specific brand or type of mineral water, you might need to check the labels more closely or ask someone who can see the details.",20.0,20,179,1.0,False,758,3920,0.1934,pad,3920,20,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,1705,9800,0.174,pad,9800,50,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,red,50.0,50,179,1.0,False,1705,9800,0.174,pad,9800,50,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are inside a convenience store or a small grocery shop. The video shows a variety of products typically found in such stores, including beverages in a refrigerator, snacks, and other packaged goods on shelves. The presence of a cash register and a person behind it suggests that you are at the checkout area, possibly preparing to pay for your items.",74.0,74,179,1.0,False,2194,14504,0.1513,pad,14504,74,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"It appears that you are inside a convenience store or a small grocery shop. The video shows a variety of products typically found in such stores, including beverages in a refrigerator, snacks, and other packaged goods on shelves. The presence of a cash register and a person behind it suggests that you are at the checkout area, possibly preparing to pay for your items.",74.0,74,179,1.0,False,2194,14504,0.1513,pad,14504,74,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,2780,21168,0.1313,pad,21168,108,15000,1213857792,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","Yes, there are chairs nearby.",108.0,108,179,1.0,False,2780,21168,0.1313,pad,21168,108,15000,1213857792,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby. You can find apples on the shelf.",142.0,142,179,1.0,False,3434,27832,0.1234,pad,27832,142,15000,1595998208,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","Yes, there is a shelf with fruit nearby. You can find apples on the shelf.",142.0,142,179,1.0,False,3434,27832,0.1234,pad,27832,142,15000,1595998208,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that contains beer and mineral water.",179.0,179,179,1.0,False,3993,35084,0.1138,pad,35084,179,15000,2011856896,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q5,CI,Ego,I want to buy some beer and mineral water. Is there a refrigerator nearby that can provide these items?,"Yes, there is a refrigerator in the place where you just bought the mineral water.","Yes, there is a refrigerator nearby that contains beer and mineral water.",179.0,179,179,1.0,False,3993,35084,0.1138,pad,35084,179,15000,2011856896,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.","Yes, there is a yellow towel on the handle of the oven.",20.0,20,179,1.0,False,538,3920,0.1372,pad,3920,20,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q0,SF,Ego,Is there a yellow towel on the handle of the oven I just operated?,"Yes, I see a yellow towel, but based on your operation process, it is not possible to confirm that the machine is an oven.","Yes, there is a yellow towel on the handle of the oven.",20.0,20,179,1.0,False,538,3920,0.1372,pad,3920,20,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,no,50.0,50,179,1.0,False,1142,9800,0.1165,pad,9800,50,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q1,SM,Ego,I want some bananas. Are there any fruits on the table in front of me?,I see bananas on the table in front of you.,no,50.0,50,179,1.0,False,1142,9800,0.1165,pad,9800,50,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Based on the information you've provided, the orange pot you're looking for is likely to be in the kitchen area. Here are some places it might be:1. On the stove: It could be on one of the burners if it's currently in use or has been recently used.2. In the kitchen cabinets: The orange pot might be stored in a cabinet above or below the stove or sink.3. On the countertop: It could be placed on the countertop, especially if it's not currently in use.4. In the dish rack: If you've washed it, it might be drying in the dish rack.5. In the pantry: If you have a pantry, it could be stored there.6. In the refrigerator: If it's a large pot, it might be stored in the refrigerator, especially if it's leftovers or a large batch of food.7. In the microwave: Some people store small pots in the microwave for convenience.8. In the oven: If it's a large pot, it might be stored in the oven.9. In the dishwasher: If it's clean and has been recently washed, it might be in the dishwasher.10. In the kitchen cabinets near the sink: It could be",74.0,74,179,1.0,False,1449,14504,0.0999,pad,14504,74,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q2,LM,Ego,I am looking for an orange pot. It might be surrounded by other kitchen utensils. Can you help me think about where it might be?,"Sure, you can check the cooking area you just used; it seems there is an orange pot there.","Based on the information you've provided, the orange pot you're looking for is likely to be in the kitchen area. Here are some places it might be:1. On the stove: It could be on one of the burners if it's currently in use or has been recently used.2. In the kitchen cabinets: The orange pot might be stored in a cabinet above or below the stove or sink.3. On the countertop: It could be placed on the countertop, especially if it's not currently in use.4. In the dish rack: If you've washed it, it might be drying in the dish rack.5. In the pantry: If you have a pantry, it could be stored there.6. In the refrigerator: If it's a large pot, it might be stored in the refrigerator, especially if it's leftovers or a large batch of food.7. In the microwave: Some people store small pots in the microwave for convenience.8. In the oven: If it's a large pot, it might be stored in the oven.9. In the dishwasher: If it's clean and has been recently washed, it might be in the dishwasher.10. In the kitchen cabinets near the sink: It could be",74.0,74,179,1.0,False,1449,14504,0.0999,pad,14504,74,15000,0,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.","The spices used to make yellow curry typically include turmeric, coriander, cumin, cinnamon, cardamom, and sometimes ginger and garlic.",108.0,108,179,1.0,False,2057,21168,0.0972,pad,21168,108,15000,1213857792,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q3,KG,Ego,What are the spices used to make yellow curry?,"The main spices for making yellow curry are coriander, chili, cumin, white pepper, etc.","The spices used to make yellow curry typically include turmeric, coriander, cumin, cinnamon, cardamom, and sometimes ginger and garlic.",108.0,108,179,1.0,False,2057,21168,0.0972,pad,21168,108,15000,1213857792,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e0q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.","Certainly! In the kitchen, towels are typically found in various locations. Here are a few places you might check:1. **Towel Rack**: There might be a towel rack near the sink or on the wall near the stove or oven.2. **Kitchen Towel Holder**: Some kitchens have a dedicated holder for towels near the stove or on the counter.3. **Dish Rack**: If you have a dish rack, there might be a towel placed there for drying dishes.4. **Near the Sink**: Towels are often kept near the sink for drying hands or cleaning up spills.5. **On the Counter**: Sometimes, towels are placed on the counter for easy access while cooking.If you can provide more details about the kitchen layout, I can give you a more specific suggestion.",162.0,162,179,1.0,False,2866,31752,0.0903,pad,31752,162,15000,1820786688,64,1
Ego__004a7f7e-9e83-431f-bc98-859cf9024e93,Ego__004a7f7e-9e83-431f-bc98-859cf9024e93#e1q4,CI,Ego,I need to use a towel to wipe my hands. Can you help me think about where to find it?,"If I am not mistaken, you can find a yellow towel on the wall or on the oven handle.","Certainly! In the kitchen, towels are typically found in various locations. Here are a few places you might check:1. **Towel Rack**: There might be a towel rack near the sink or on the wall near the stove or oven.2. **Kitchen Towel Holder**: Some kitchens have a dedicated holder for towels near the stove or on the counter.3. **Dish Rack**: If you have a dish rack, there might be a towel placed there for drying dishes.4. **Near the Sink**: Towels are often kept near the sink for drying hands or cleaning up spills.5. **On the Counter**: Sometimes, towels are placed on the counter for easy access while cooking.If you can provide more details about the kitchen layout, I can give you a more specific suggestion.",162.0,162,179,1.0,False,2866,31752,0.0903,pad,31752,162,15000,1820786688,64,1
