video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q0,Step Verification,Is the person in the current frame still performing the 'fit on the boards'?,"['Yes', 'No']",No,B,A) Yes,A,0.0,41.0,42,152,1.0,False,4300,8232,0.5224,4312,22,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q1,Procedure Recall,What actions did the person perform in sequence in the last 90 seconds?,"['apply some glue on the borads -> fit on the boards -> prepare the ground floor', 'cut the raw boards -> fit on the boards -> apply some glue on the borads', 'fit on the boards -> apply some glue on the borads -> fit on the boards -> fit on the boards', 'fit on the boards -> prepare the ground floor -> apply some glue on the borads']",fit on the boards -> apply some glue on the borads -> fit on the boards -> fit on the boards,C,C) fit on the boards -> apply some glue on the borads -> fit,C,100.0,111.0,112,152,1.0,False,8684,21952,0.3956,8820,45,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q2,Step Localization,How long has the person in the scene been performing the 'fit on the boards'?,"['10-11s', '13-14s', '25-26s', '18-19s']",10-11s,A,D) 18-19s,D,0.0,136.0,137,152,1.0,False,10900,26852,0.4059,11172,57,15000,0,64,1
COIN__KtVgFXWlr4g.mp4,COIN__KtVgFXWlr4g.mp4#q3,Goal/Step Prediction,"Based on the series of actions performed by the person in the video, what is the ultimate goal?","['lubricate a lock', 'replace faucet', 'install wood flooring', 'replace toilet seat']",install wood flooring,C,C) install wood flooring,C,100.0,151.0,152,152,1.0,False,12488,29792,0.4192,12936,66,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q0,Procedure Recall,What actions did the person perform in sequence in the last 15 seconds?,"['pass the basketball into the hole at the first time -> dribble and lay up -> dribble in the field', 'dribble and lay up -> dribble in the field -> pass the basketball into the hole at the first time', 'pass the basketball into the hole at the first time -> dribble in the field -> dribble and lay up', 'dribble and lay up -> pass the basketball into the hole at the first time -> shoot towards the basket']",pass the basketball into the hole at the first time -> dribble in the field -> dribble and lay up,C,B) dribble and lay up -> dribble in the field -> dribble,B,0.0,39.0,40,171,1.0,False,5973,7840,0.7619,6076,31,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q1,Step Verification,Is the person in the current frame still performing the 'dribble and lay up'?,"['Yes', 'No']",No,B,B) No,B,100.0,40.0,41,171,1.0,False,6147,8036,0.7649,6272,32,15000,0,64,1
COIN__IsZLorpTBx8.mp4,COIN__IsZLorpTBx8.mp4#q2,Goal/Step Prediction,My goal is 'attend NBA skills challenge'. What are the next steps I should take?,"['lift the barbell from the chin over the head', 'put inner tube back', 'shoot towards the basket', 'dribble in the field']",shoot towards the basket,C,C) shoot towards the basket,C,100.0,170.0,171,171,1.0,False,24142,33516,0.7203,24304,124,15000,1393688576,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q0,Step Localization,How long has the person in the scene been performing the 'add seasoning'?,"['51-52s', '11-12s', '18-19s', '14-15s']",14-15s,D,D) 14-15s,D,100.0,45.0,46,134,1.0,False,4479,9016,0.4968,4508,23,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q1,Goal/Step Prediction,"Based on the series of actions performed by the person in the video, what is the ultimate goal?","['cook omelet', 'make salmon', 'smash garlic', 'boil noodles']",make salmon,B,B) make salmon,B,100.0,115.0,116,134,1.0,False,14164,22736,0.623,14308,73,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q2,Step Verification,Is the person in the current frame still performing the 'add seasoning on the salmon'?,"['Yes', 'No']",No,B,B) No,B,100.0,119.0,120,134,1.0,False,14609,23520,0.6211,14896,76,15000,0,64,1
COIN__g_A-eOJpwzI.mp4,COIN__g_A-eOJpwzI.mp4#q3,Procedure Recall,What actions was the person performing before the last 30 seconds?,"['unroll the dough', 'transfer the solution and label', 'place the board on each side', 'add seasoning']",add seasoning,D,D) add seasoning,D,100.0,133.0,134,134,1.0,False,16058,26264,0.6114,16464,84,15000,944111616,64,1
COIN__WpEMLYvG2is.mp4,COIN__WpEMLYvG2is.mp4#q0,Step Verification,Is the person in the current frame still performing the 'cut oranges'?,"['Yes', 'No']",No,B,B) No,B,100.0,36.0,37,123,1.0,False,4477,7252,0.6173,4508,23,15000,0,64,1
COIN__WpEMLYvG2is.mp4,COIN__WpEMLYvG2is.mp4#q1,Step Localization,How long has the person in the scene been performing the 'juice the oranges'?,"['24-25s', '29-30s', '13-14s', '41-42s']",24-25s,A,A) 24-25s,A,100.0,57.0,58,123,1.0,False,6568,11368,0.5778,6664,34,15000,0,64,1
COIN__WpEMLYvG2is.mp4,COIN__WpEMLYvG2is.mp4#q2,Goal/Step Prediction,My goal is 'make orange juice'. What are the next steps I should take?,"['cut oranges', 'put rubber on paddle', 'pour the orange juice into the cup', 'pour the wax into the vessel']",pour the orange juice into the cup,C,A) cut oranges,A,0.0,113.0,114,123,1.0,False,12368,22344,0.5535,12544,64,15000,0,64,1
COIN__WpEMLYvG2is.mp4,COIN__WpEMLYvG2is.mp4#q3,Procedure Recall,What goal was achieved in this video?,"['make coffee', 'make tea', 'make matcha tea', 'make orange juice']",make orange juice,D,D) make orange juice,D,100.0,122.0,123,123,1.0,False,13713,24108,0.5688,13916,71,15000,0,64,1
COIN__SaID5RamHt8.mp4,COIN__SaID5RamHt8.mp4#q0,Step Localization,How long has the person in the scene been performing the 'expand the flag'?,"['24-25s', '10-11s', '15-16s', '13-14s']",13-14s,D,A) 24-25s,A,0.0,13.0,14,75,1.0,False,1288,2744,0.4694,1372,7,15000,0,64,1
