video_id,question_id,task,question,choices,answer,correct_choice,pred_answer,pred_choice,qa_acc,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
AutoEvalMetaData__1,761,STU,Which container is located closer to the top left corner of the table?,"['The blue container.', 'The white container.', 'The red container.', 'The green container.']",The white container.,B,B) The white container.,B,100.0,106.84,107,737,1.0,False,1201,20972,0.0573,1372,7,15000,0,64,1
AutoEvalMetaData__1,760,STU,What's right above the pot?,"['A shelf with spices is situated just above the pot.', 'A ladle is hanging right above the pot.', 'The kitchen lamp is positioned directly above the pot.', ""The cook's hands are directly above the pot.""]",The cook's hands are directly above the pot.,D,A) A shelf with spices is situated just above the pot.,A,0.0,107.84,108,737,1.0,False,1212,21168,0.0573,1568,8,15000,0,64,1
AutoEvalMetaData__1,762,STU,What is she putting the seasoning into?,"['She is putting the seasoning into a small bowl.', 'She is putting the seasoning into a White bottle.', 'She is putting the seasoning into a glass container.', 'She is putting the seasoning into a the pot.']",She is putting the seasoning into a glass container.,C,A) She is putting the seasoning into a small bowl.,A,0.0,159.84,160,737,1.0,False,1632,31360,0.052,2156,11,15000,0,64,1
AutoEvalMetaData__1,763,STU,What is located directly behind the woman wearing the apron with red ties?,"['the chalkboard cabinets with writing.', 'A gas stove with pots and bowls on it.', 'a display case with antique dishes.', 'a Double door refrigerator']",the chalkboard cabinets with writing.,A,B) A gas stove with pots and bowls on it.,B,0.0,649.72,650,737,1.0,False,7802,127400,0.0612,8428,43,15000,0,64,1
AutoEvalMetaData__1,764,STU,What is the position of the wooden spoon in the sauce?,"['The wooden spoon is partially submerged in the sauce.', ""The wooden spoon is balanced on the pot's handle, not touching the sauce."", 'The wooden spoon is leaning against the side of the pot, submerged halfway into the sauce.', 'The wooden spoon is floating on the surface of the sauce.']",The wooden spoon is partially submerged in the sauce.,A,A) The wooden spoon is partially submerged in the sauce.,A,100.0,736.72,737,737,1.0,False,8966,144452,0.0621,9604,49,15000,0,64,1
AutoEvalMetaData__10,1051,ATR,What is the character's expression as seen with the headset?,"[""The character's expression appears to be a smile."", 'The character seems to have a puzzled look.', ""The character's expression appears to be neutral."", 'The character looks angry.']",The character's expression appears to be a smile.,A,A) The character's expression appears to be a smile.,A,100.0,144.34,145,145,1.0,False,5628,28420,0.198,5684,29,15000,0,64,1
AutoEvalMetaData__10,1052,ATR,What is the color of the character's outfit on the platform?,"['Red.', 'Gray', 'Brown.', 'Green']",Brown.,C,C) Brown.,C,100.0,144.34,145,145,1.0,False,5628,28420,0.198,5684,29,15000,0,64,1
AutoEvalMetaData__10,1053,ATR,What shape are the windows in the background?,"['Square', 'Rectangular.', 'Oval', 'Circular']",Rectangular.,B,D) Circular,D,0.0,144.34,145,145,1.0,False,5628,28420,0.198,5684,29,15000,0,64,1
AutoEvalMetaData__100,934,OJR,What can be seen on the wall behind the person?,"['A wall clock', 'A mirror', 'A painting', 'A series of bookshelves']",A painting,C,C) A painting,C,100.0,57.76,58,971,1.0,False,1923,11368,0.1692,1960,10,15000,0,64,1
AutoEvalMetaData__100,936,OJR,What is she holding in her hand?,"['Black gift bag', 'phone', 'Cake knife', 'Black Camera']",Cake knife,C,A) Black gift bag,A,0.0,625.88,626,971,1.0,False,25556,122696,0.2083,25676,131,15000,315506688,64,1
AutoEvalMetaData__100,1394,OCR,What is written on the cake?,"['Cheers to You', 'Best Wishes', 'Congratulations', 'Happy Birthday']",Congratulations,C,C) Congratulations,C,100.0,656.12,657,971,1.0,False,27560,128772,0.214,27832,142,15000,341999616,64,1
AutoEvalMetaData__100,937,OJR,What is she holding in her hand?,"['Black gift bag', 'phone', 'Cake knife', 'Black Camera']",Black Camera,D,C) Cake knife,C,0.0,715.88,716,971,1.0,False,31160,140336,0.222,31556,161,15000,387760128,64,1
AutoEvalMetaData__100,938,OJR,What is she holding in her hand?,"['Black gift bag', 'phone', 'Cake knife', 'Black Camera']",phone,B,C) Cake knife,C,0.0,918.88,919,971,1.0,False,37024,180124,0.2055,37436,191,15000,460013568,64,1
AutoEvalMetaData__100,935,OJR,What is she holding in her hand?,"['Black gift bag', 'phone', 'Cake knife', 'Black Camera']",Black gift bag,A,A) Black gift bag,A,100.0,926.88,927,971,1.0,False,37281,181692,0.2052,37828,193,15000,464830464,64,1
AutoEvalMetaData__100,1395,OCR,What is written on the gift bag?,"['PRADA', 'VERSACE', 'LOUIS VUITTON', 'GUCCI']",GUCCI,D,B) VERSACE,B,0.0,927.12,928,971,1.0,False,37313,181888,0.2051,38024,194,15000,467238912,64,1
AutoEvalMetaData__100,939,OJR,What is she holding in her hand?,"['A red box and a green box.', 'Black gift bag', 'A green box.', 'Black Camera']",A red box and a green box.,A,A) A red box and a green box.,A,100.0,942.88,943,971,1.0,False,37595,184828,0.2034,38416,196,15000,472055808,64,1
AutoEvalMetaData__100,940,OJR,What is she holding in her hand?,"['A red box and a green box.', 'Black gift bag', 'A green box.', 'Black Camera']",A green box.,C,A) A red box and a green box.,A,0.0,952.88,953,971,1.0,False,37745,186788,0.2021,38612,197,15000,474464256,64,1
AutoEvalMetaData__100,941,OJR,What is she holding in her hand?,"['A pair of sunglasses', 'Black gift bag', 'A green box.', 'A red box and a green box.']",A pair of sunglasses,A,D) A red box and a green box.,D,0.0,970.88,971,971,1.0,False,37986,190316,0.1996,39004,199,15000,479281152,64,1
AutoEvalMetaData__101,1383,OCR,What is the price displayed on the 7-Eleven gas station sign?,"['Regular: $3.79, Premium: $4.29', 'Regular: $3.69, Premium: $4.19', 'Regular: $3.49, Premium: $3.99', 'Regular: $3.89, Premium: $4.39']","Regular: $3.49, Premium: $3.99",C,"D) Regular: $3.89, Premium: $4.3",D,0.0,26.04,27,57,1.0,False,745,5292,0.1408,784,4,15000,0,64,1
AutoEvalMetaData__101,1384,OCR,What is the speed limit on the road?,"['45', '35', '40', '30']",35,B,D) 30,D,0.0,29.64,30,57,1.0,False,815,5880,0.1386,980,5,15000,0,64,1
AutoEvalMetaData__101,1385,OCR,What is the license plate of the car ahead?,"['VBT-3090', 'VBT-3030', 'VBT-3060', 'VBT-3069']",VBT-3060,C,B) VBT-3030,B,0.0,52.64,53,57,1.0,False,1230,10388,0.1184,1568,8,15000,0,64,1
AutoEvalMetaData__101,1386,OCR,What's on the billboard on the right?,"['NTC', 'NTD', 'NTE', 'NTB']",NTB,D,D) NTB,D,100.0,56.64,57,57,1.0,False,1286,11172,0.1151,1764,9,15000,0,64,1
AutoEvalMetaData__102,1063,ATR,What is the architectural style of the buildings on the left?,"['Neo-Classical architecture.', 'Victorian architecture.', 'Modernist architecture.', 'Traditional brick architecture.']",Traditional brick architecture.,D,D) Traditional brick architecture.,D,100.0,47.91,48,48,1.0,False,1425,9408,0.1515,1568,8,15000,0,64,1
AutoEvalMetaData__105,884,OJR,What type of ear devices is the person wearing?,"['Over-ear headphones', 'In-ear monitors', 'Bone conduction headphones', 'Wireless earbuds']",Wireless earbuds,D,A) Over-ear headphones,A,0.0,8.79,9,22,1.0,False,517,1764,0.2931,588,3,15000,0,64,1
AutoEvalMetaData__105,885,OJR,What object is the person approaching?,"['A stone staircase leading up the hill.', 'A metal bridge leading up the hill.', 'A wooden pathway leading up the hill.', 'A dirt path leading up the hill.']",A wooden pathway leading up the hill.,C,A) A stone staircase leading up the hill.,A,0.0,21.79,22,22,1.0,False,1205,4312,0.2795,1372,7,15000,0,64,1
AutoEvalMetaData__106,1319,OCR,What are the names listed on each lane of the pool?,"['Rapsys, Di Cola, De Tullio, Popovici, Djakovic, Maertens, Auboek, Markos', 'Leclos, Vekovishchev, Seto, Irie, Grothe, Schooling, Solaeche, Lazor', 'Fraser-Holmes, Krutohzmov, Meyer, Hosszu, Kromowidjojo, Stupp, Ohashi, King', 'Lochte, Dressel, Phelps, Cseh, Chalmers, Larkin, Peaty, Kenderesi']","Rapsys, Di Cola, De Tullio, Popovici, Djakovic, Maertens, Auboek, Markos",A,"A) Rapsys, Di Cola, De Tullio, Pop",A,100.0,54.2,55,174,1.0,False,2810,10780,0.2607,2940,15,15000,0,64,1
AutoEvalMetaData__106,1288,ACR,What technique are these swimmers using?,"['The swimmers are engaging in a racing dive.', 'The swimmers are practicing a butterfly stroke.', 'The swimmers are using a flip turn.', 'The swimmers are performing a dolphin kick.']",The swimmers are using a flip turn.,C,A) The swimmers are engaging in a racing dive.,A,0.0,84.93,85,174,1.0,False,3780,16660,0.2269,3920,20,15000,0,64,1
AutoEvalMetaData__106,1320,OCR,What is the leading player's time at the 150m mark?,"['1:16.96', '1:15.89', '1:14.32', '1:19.01']",1:16.96,A,A) 1:16.96,A,100.0,136.38,137,174,1.0,False,5903,26852,0.2198,6076,31,15000,0,64,1
AutoEvalMetaData__106,1321,OCR,What time did the winner achieve in the 200m freestyle men final?,"['1:43.45', '1:41.72', '1:42.58', '1:42.97']",1:42.97,D,C) 1:42.58,C,0.0,173.85,174,174,1.0,False,7349,34104,0.2155,7644,39,15000,0,64,1
AutoEvalMetaData__106,1322,OCR,Who was the first to arrive?,"['POPOVICI', 'DJAKOVIC', 'MAERTENS', 'DI COLA']",POPOVICI,A,A) POPOVICI,A,100.0,173.85,174,174,1.0,False,7349,34104,0.2155,7644,39,15000,0,64,1
AutoEvalMetaData__107,1313,ACR,What is the player in white doing with the ball?,"['The player in white is passing the ball to a teammate.', 'The player in white is dribbling the ball.', 'The player in white is shooting the ball towards the goal.', 'The player in white is shielding the ball from an opponent.']",The player in white is dribbling the ball.,B,A) The player in white is passing the ball to a teammate.,A,0.0,4.02,5,12,1.0,False,308,980,0.3143,392,2,15000,0,64,1
AutoEvalMetaData__107,766,STU,Which of the players ran ahead?,"['The player in white.', 'The player in blue.', 'The player in green.', 'They run just as fast']",The player in blue.,B,B) The player in blue.,B,100.0,5.02,6,12,1.0,False,358,1176,0.3044,588,3,15000,0,64,1
AutoEvalMetaData__107,767,STU,In which direction of the goal are they dribbling the ball? ,"['They are dribbling towards the north goal.', 'They are dribbling towards the right hoop.', 'They are dribbling towards the left hoop.', 'They are dribbling towards the south goal.']",They are dribbling towards the right hoop.,B,C) They are dribbling towards the left hoop.,C,0.0,5.02,6,12,1.0,False,358,1176,0.3044,588,3,15000,0,64,1
AutoEvalMetaData__107,1314,ACR,What is the player in white doing with the ball?,"['The player in white is attempting a layup.', 'The player in white is passing the ball to a teammate.', 'The player in white is shooting a jump shot.', 'The player in white is executing a reverse layup.']",The player in white is attempting a layup.,A,C) The player in white is shooting a jump shot.,C,0.0,6.02,7,12,1.0,False,396,1372,0.2886,784,4,15000,0,64,1
AutoEvalMetaData__107,765,STU,What is the player in white focusing on while preparing to shoot?,"['The player is facing the basket.', ""The player is analyzing the opponent's defense."", 'The player is gauging the distance to the basket.', 'The player is assessing the shooting angle.']",The player is facing the basket.,A,A) The player is facing the basket.,A,100.0,7.02,8,12,1.0,False,430,1568,0.2742,980,5,15000,0,64,1
AutoEvalMetaData__107,1312,ACR,What action is the player in blue attempting?,"['The player in blue is attempting a serve from the sidelines.', 'The player in blue is attempting a header.', 'The player in blue is attempting a penalty kick.', 'The player in blue is attempting a corner kick.']",The player in blue is attempting a serve from the sidelines.,A,B) The player in blue is attempting a header.,B,0.0,11.02,12,12,1.0,False,504,2352,0.2143,1176,6,15000,0,64,1
AutoEvalMetaData__110,1275,ACR,What is he doing with his hand?,"['He is gesturing.', 'He is shaking hands.', 'He is clapping.', 'He is snapping his fingers.']",He is gesturing.,A,A) He is gesturing.,A,100.0,47.8,48,56,1.0,False,1560,9408,0.1658,1568,8,15000,0,64,1
AutoEvalMetaData__110,1276,ACR,What is she doing?,"['She is standing still.', 'She is dancing while sipping.', 'She is jogging slowly.', 'She is pacing back and forth.']",She is standing still.,A,B) She is dancing while sipping.,B,0.0,49.8,50,56,1.0,False,1670,9800,0.1704,1764,9,15000,0,64,1
AutoEvalMetaData__110,1277,ACR,How does he hold the glass while drinking?,"['He clasps the glass with a firm hold around the top, bringing it to his lips.', 'He holds the glass with one hand near his mouth, the other hand is on the phone.', 'He holds the glass at mid-height with a relaxed grip as he drinks.', 'He grips the glass with both hands at the base while sipping.']","He holds the glass with one hand near his mouth, the other hand is on the phone.",B,"A) He clasps the glass with a firm hold around the top, bringing",A,0.0,55.8,56,56,1.0,False,1873,10976,0.1706,2156,11,15000,0,64,1
AutoEvalMetaData__111,894,OJR,How many animals are sitting in the cart?,"['4', '3', '1', '2']",2,D,D) 2,D,100.0,63.92,64,114,1.0,False,2607,12544,0.2078,2744,14,15000,0,64,1
AutoEvalMetaData__111,895,OJR,What type of fruit is visible in the penguin's hands?,"['Apple', 'Grapes', 'Banana', 'Orange']",Grapes,B,D) Orange,D,0.0,76.92,77,114,1.0,False,3167,15092,0.2098,3332,17,15000,0,64,1
AutoEvalMetaData__111,896,OJR,What type of animal is leaping in the sky?,"['It is a mythical creature with wings and a long tail.', 'It is a cartoonish flying creature resembling a dinosaur.', 'It is a fantastical beast with bright scales.', 'It is a magical bird with feathers and talons.']",It is a cartoonish flying creature resembling a dinosaur.,B,B) It is a cartoonish flying creature resembling a dinosaur.,B,100.0,84.38,85,114,1.0,False,3508,16660,0.2106,3724,19,15000,0,64,1
AutoEvalMetaData__111,898,OJR,How many animals are interacting in the snow?,"['Two animals are interacting; one is laying down while the other is perched on top of it.', 'One animal is interacting; it is laying down.', 'Three animals are interacting; one is laying down while the other two are perched on top of it.', 'Four animals are interacting; two are laying down while the other two are perched on top of them.']",Two animals are interacting; one is laying down while the other is perched on top of it.,A,A) Two animals are interacting; one is laying down while the other is per,A,100.0,97.38,98,114,1.0,False,3998,19208,0.2081,4312,22,15000,0,64,1
AutoEvalMetaData__111,897,OJR,What is the structure visible in the background of the snowy landscape?,"['A snowy mountain with a ski resort is visible in the background.', 'A snowy cliff with a lighthouse on top is visible in the background.', 'A snowy forest with a cabin is visible in the background.', 'A snowy valley with a river is visible in the background.']",A snowy cliff with a lighthouse on top is visible in the background.,B,B) A snowy cliff with a lighthouse on top is visible in the background,B,100.0,113.38,114,114,1.0,False,4449,22344,0.1991,4900,25,15000,0,64,1
AutoEvalMetaData__113,1370,OCR,What word is displayed now?,"['WIND', 'HERO', 'KING', 'SPARK']",HERO,B,B) HERO,B,100.0,144.67,145,194,1.0,False,5450,28420,0.1918,5488,28,15000,0,64,1
AutoEvalMetaData__113,1371,OCR,Who are the individuals referenced under 3D modeling?,"['Francesco Siddi', 'Miguel Gomez Selva and Alvaro Villegas.', 'Javier Salvador and Sergi Miranda and Rafa Cano', 'Ivan Garrido']",Miguel Gomez Selva and Alvaro Villegas.,B,C) Javier Salvador and Sergi Miranda and Rafa Cano,C,0.0,193.78,194,194,1.0,False,7117,38024,0.1872,7252,37,15000,0,64,1
AutoEvalMetaData__114,729,STU,What is the direction of the path that the airplane is following across the island?,"['South to North.', 'North to South.', 'West to East.', 'East to West.']",West to East.,C,D) East to West.,D,0.0,14.68,15,71,1.0,False,359,2940,0.1221,392,2,15000,0,64,1
AutoEvalMetaData__114,730,STU,Which location is directly north of the Terminal?,"['Yong Cheon', 'Han River', 'Samseong-dong', 'Seoul Forest']",Yong Cheon,A,A) Yong Cheon,A,100.0,20.68,21,71,1.0,False,403,4116,0.0979,588,3,15000,0,64,1
AutoEvalMetaData__114,731,STU,"As the character is descending, what is the relative location of the river to them?","['The river is in front of them.', 'The river is directly above them.', 'The river is to the right.', 'The river is to the left.']",The river is to the left.,D,A) The river is in front of them.,A,0.0,31.68,32,71,1.0,False,700,6272,0.1116,980,5,15000,0,64,1
AutoEvalMetaData__114,732,STU,What is the relative position of the bootcamp to Paradise Resort?,"['Northwest', 'Northeast', 'Southwest', 'Southeast']",Southwest,C,A) Northwest,A,0.0,70.02,71,71,1.0,False,1871,13916,0.1344,2156,11,15000,0,64,1
AutoEvalMetaData__115,1274,ACR,What is he doing?,"['He is lifting it with a pair of tongs.', 'He is cutting chili peppers.', 'He is using a spatula to transfer it.', 'He is cradling it gently with both hands.']",He is cutting chili peppers.,B,A) He is lifting it with a pair of tongs.,A,0.0,152.69,153,279,1.0,False,7588,29988,0.253,7644,39,15000,0,64,1
AutoEvalMetaData__115,1273,ACR,What is he doing with the jalapeños?,"['He is roasting them.', 'He is pickling them.', 'He is grilling them.', 'He is stuffing them.']",He is grilling them.,C,D) He is stuffing them.,D,0.0,278.69,279,279,1.0,False,13261,54684,0.2425,13328,68,15000,0,64,1
