latency_seconds,retrieval_seconds,generation_seconds,n_generated_tokens,ms_per_token,answer_chars,question_idx,frame_idx,model,n_local,retrieve_size,answer_tokens_cap,force_answer_length,prune_method,vision_method
1.090686148032546,,,24,45.44525616802275,116,0,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.7694111890159547,,,21,36.6386280483788,97,1,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.42549761291593313,,,10,42.54976129159331,48,2,150,llava_ov_0.5b,15000,64,128,False,rlt,none
3.9411559170112014,,,124,31.783515459767752,601,3,150,llava_ov_0.5b,15000,64,128,False,rlt,none
1.3461920469999313,,,40,33.65480117499828,202,4,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5099010630510747,,,13,39.22315869623652,63,5,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5011337660253048,,,12,41.7611471687754,48,6,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.46792404213920236,,,12,38.99367017826686,50,7,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5220932050142437,,,13,40.16101577032644,51,8,150,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5620299309957772,,,11,51.0936300905252,44,9,285,llava_ov_0.5b,15000,64,128,False,rlt,none
1.5756789359729737,,,49,32.15671297904028,254,10,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5830397901590914,,,15,38.869319343939424,64,11,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.4028611129615456,,,10,40.28611129615456,40,12,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.454722372116521,,,11,41.33839746513827,59,13,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5766332251951098,,,16,36.039576574694365,77,14,285,llava_ov_0.5b,15000,64,128,False,rlt,none
1.4887506088707596,,,46,32.36414367110347,246,15,285,llava_ov_0.5b,15000,64,128,False,rlt,none
1.1114379798527807,,,33,33.6799387834176,161,16,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5079400779213756,,,13,39.07231368625966,68,17,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.4946209159679711,,,13,38.04776276676701,57,18,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5160136399790645,,,13,39.693356921466496,43,19,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5913541789632291,,,16,36.959636185201816,70,20,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.6147942130919546,,,17,36.16436547599733,80,21,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5427877400070429,,,14,38.77055285764592,63,22,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5101954501587898,,,13,39.24580385836844,66,23,285,llava_ov_0.5b,15000,64,128,False,rlt,none
0.5113379280082881,,,14,36.524137714877725,67,24,285,llava_ov_0.5b,15000,64,128,False,rlt,none
