video_id,question_id,task,source,question,answer,pred_answer,realtime,n_frames_seen,n_frames_loaded,sample_fps,truncated,tokens_kept,tokens_seen,token_keep_rate,prune_cache,n_tokens_fed,num_blocks,n_local,kv_cache_bytes,retrieve_size,chunk_size
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","I'm unable to physically see or interact with objects in real-time, including the refrigerator in front of you. However, based on the image you've provided, it appears that there are various bottles inside the refrigerator, which could potentially include mineral water. To confirm, you should open the refrigerator and check the contents yourself.",20.0,20,179,1.0,False,196,3920,0.05,adaptive,196,1,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q0,SF,Ego,Is there the mineral water I need inside the refrigerator in front of me?,"Yes, I see that there are various kinds of mineral water in the refrigerator for you to choose from.","I'm unable to physically see or interact with objects in real-time, including the refrigerator in front of you. However, based on the image you've provided, it appears that there are various bottles inside the refrigerator, which could potentially include mineral water. To confirm, you should open the refrigerator and check the contents yourself.",20.0,20,179,1.0,False,196,3920,0.05,adaptive,196,1,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,black,50.0,50,179,1.0,False,392,9800,0.04,adaptive,392,2,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q1,SM,Ego,What color is the shopping basket I use to hold items?,It is red.,black,50.0,50,179,1.0,False,392,9800,0.04,adaptive,392,2,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"Based on the images provided, it appears that you are inside a convenience store or a similar retail establishment. The presence of a refrigerated section with drinks, a checkout counter, and promotional materials like scratch-off tickets suggest a place where customers can purchase various items, including beverages, snacks, and possibly lottery tickets or other impulse buys.",74.0,74,179,1.0,False,784,14504,0.0541,adaptive,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q2,KG,Ego,"Based on what you see, where do you think I am right now?",I think you should be in a place similar to a shopping mall right now.,"Based on the images provided, it appears that you are inside a convenience store or a similar retail establishment. The presence of a refrigerated section with drinks, a checkout counter, and promotional materials like scratch-off tickets suggest a place where customers can purchase various items, including beverages, snacks, and possibly lottery tickets or other impulse buys.",74.0,74,179,1.0,False,784,14504,0.0541,adaptive,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","yes, there are chairs nearby",108.0,108,179,1.0,False,784,21168,0.037,adaptive,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q3,OS,Ego,I want to find a place to sit and rest. Are there any chairs nearby?,"Yes, there are chairs near you where you can sit and rest.","yes, there are chairs nearby",108.0,108,179,1.0,False,784,21168,0.037,adaptive,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e0q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","I'm sorry, but I cannot see any shelves with fruit in the images you provided. The images show a refrigerator with various drinks, a person at a checkout counter, and a promotional sign. If you have any other questions or need information about something else, feel free to ask!",142.0,142,179,1.0,False,784,27832,0.0282,adaptive,784,4,15000,0,64,1
Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a,Ego__001d2d1b-d2f9-4c39-810e-6e2087ff9d5a#e1q4,LM,Ego,Is there a shelf with fruit nearby? I want to buy some apples.,"Yes, there are some shelves to your left where you can go and look for apples.","I'm sorry, but I cannot see any shelves with fruit in the images you provided. The images show a refrigerator with various drinks, a person at a checkout counter, and a promotional sign. If you have any other questions or need information about something else, feel free to ask!",142.0,142,179,1.0,False,784,27832,0.0282,adaptive,784,4,15000,0,64,1
